h_num,s_num,agent_id,photo,room_num,area,price,status,orientation
64,4563,36181,https://img.0756fang.com/Upload/Fang/2021-11/2111270954152D2097898417407E99A9.jpg/240X180,1房0厅0卫,38 ㎡,110万,0,南北通
65,4563,35010,https://img.0756fang.com/Upload/Fang/2020-04/s6ED98EC2366048F88D57CE800B7CC08D.jpg/240X180,1房0厅1卫,39 ㎡,125万,0,南
66,4563,43586,https://img.0756fang.com/Upload/Fang/2019-12/c1892c73-b662-4fef-9198-7df938f38fd8.jpg/240X180,4房2厅2卫,226.28 ㎡,680万,0,西
67,4563,19838,https://img.0756fang.com/Upload/Fang/2022-05/220525210257002F593D332141D0A773.jpg/240X180,3房2厅2卫,125 ㎡,440万,0,西南
68,4563,46454,https://img.0756fang.com/Upload/Fang/2022-12/s46AF907397B14011B5E4203B745FE331.jpg/240X180,4房2厅3卫,129.62 ㎡,390万,0,东北
69,4563,41290,https://img.0756fang.com/Upload/Fang/2020-07/200724155203F614309C9CD54EA3A9BF.jpg/240X180,3房2厅2卫,115 ㎡,360万,0,东南
70,4563,48803,https://img.0756fang.com/Upload/Fang/2020-10/sB406F2532B27418AB3DD34B9F292C052.jpg/240X180,3房2厅2卫,116.09 ㎡,390万,0,西
71,4563,4614,https://img.0756fang.com/Upload/Fang/2022-08/sA0CDED99FC594B9E886C908E2683E3AE.jpg/240X180,4房2厅2卫,142 ㎡,460万,0,南北通
72,4563,1438,https://img.0756fang.com/Upload/Fang/2023-02/23021218323314AC4B037C224B08B84B.jpg/240X180,4房2厅2卫,142 ㎡,480万,0,南北通
73,4563,36001,https://img.0756fang.com/Upload/Fang/2021-07/210720142939CE2BDDCFEBDF4F17AA21.jpg/240X180,1房1厅1卫,49 ㎡,185万,0,东南
74,4563,35849,https://img.0756fang.com/Upload/Fang/2020-04/s7B536118F6684E649C2148C32781BF74.jpg/240X180,4房2厅3卫,226 ㎡,723万,0,南北通
75,4563,47783,https://img.0756fang.com/Upload/Fang/2020-10/sBC2ED7CA9AFB42C5893736C8BBD35A70.png/240X180,1房1厅1卫,48.84 ㎡,170万,0,东
76,4563,45205,https://img.0756fang.com/Upload/Fang/2020-05/s4AA729FFCDA94287826334987B5C2BFB.jpg/240X180,4房2厅2卫,135.68 ㎡,430万,0,东南
77,4563,57522,https://img.0756fang.com/Upload/Fang/2023-02/230205123837D63423A6EF2E4ABC986D.jpg/240X180,3房2厅2卫,116 ㎡,370万,0,南
78,4563,42954,https://img.0756fang.com/Upload/Fang/2020-06/s449A0D26D5744C039B4EBFA7CC077349.jpg/240X180,6房2厅5卫,371 ㎡,1200万,0,南
79,4563,55227,https://img.0756fang.com/Upload/Fang/2023-02/230205134159FC26D2497937458C8144.jpg/240X180,3房2厅2卫,107.4 ㎡,315万,0,西南
80,4563,16135,https://img.0756fang.com/Upload/Fang/2020-07/s00C830062E5F4EF09212A04EC5FD2DEA.jpg/240X180,3房2厅2卫,118 ㎡,410万,0,东北
81,4563,30159,https://img.0756fang.com/Upload/Fang/2020-05/2005302110082914E8782D9D48E5A5AC.jpg/240X180,4房2厅2卫,142 ㎡,497万,0,东
82,4563,2112,https://img.0756fang.com/Upload/Fang/2022-05/s6607C436BE814DACBECAB89EB1D1E559.jpg/240X180,3房2厅2卫,106.07 ㎡,370万,0,西
83,4563,40405,https://img.0756fang.com/Upload/Fang/2022-07/s52FD88EB90C74495B053913CE357F92C.jpg/240X180,3房2厅2卫,104.87 ㎡,353万,0,南北通
84,4563,27970,https://img.0756fang.com/Upload/Fang/2023-02/230208091356E8AD328B9A204626BE8E.jpg/240X180,3房2厅3卫,113 ㎡,350万,0,西南
85,4563,23492,https://img.0756fang.com/Upload/Fang/2023-02/230223153228687E60B9791346898087.jpg/240X180,3房2厅2卫,105.15 ㎡,298万,0,西
86,4563,8719,https://img.0756fang.com/Upload/Fang/2023-03/230327162610F7F8658982E544CA947A.jpg/240X180,3房2厅2卫,113 ㎡,360万,0,西
87,4563,49364,https://img.0756fang.com/Upload/Fang/2023-03/s381FCC1FEB6E4B0CBCAA5AD0B7E25AA5.jpg/240X180,4房2厅2卫,130.5 ㎡,438万,0,南北通
88,4563,2679,https://img.0756fang.com/Upload/Fang/2022-11/sBD9CD8D8FB7740E68D88B1F11D47B446.jpg/240X180,3房2厅2卫,106.9 ㎡,420万,0,西
89,4563,32576,https://img.0756fang.com/Upload/Fang/2023-03/2303190914564C06CC4182F64ED9AA72.jpg/240X180,3房2厅2卫,104.83 ㎡,328万,0,北
90,4563,27443,https://img.0756fang.com/Upload/Fang/2023-01/s399070F648AD44408EA2E8FB168EB4B9.jpg/240X180,3房2厅2卫,102.41 ㎡,325万,0,东
91,4563,48209,https://img.0756fang.com/Upload/Fang/2022-11/s40CEB0521BA34F0AB4063960FB42CEC6.jpg/240X180,3房2厅2卫,112.74 ㎡,320万,0,西
92,4563,30904,https://img.0756fang.com/Upload/Fang/2023-02/23020920315867DC43F32EE642A68AC9.jpg/240X180,3房2厅2卫,109 ㎡,430万,0,西南
0,4566,43419,https://img.0756fang.com/Upload/Fang/2018-04/e5ea771b-5416-4b88-a867-310cbbbc51e5.jpg/240X180,5房2厅4卫,199.4 ㎡,500万,0,东
1,4566,2351,https://img.0756fang.com/Upload/Fang/2022-04/22040416210535714274099F47D68925.jpg/240X180,3房2厅2卫,139.41 ㎡,380万,0,西
2,4566,1340,https://img.0756fang.com/Upload/Fang/2023-03/230322113239B34F23F622EF42C4B485.jpg/240X180,3房2厅1卫,84.89 ㎡,203万,0,西
3,4566,28300,https://img.0756fang.com/Upload/Fang/2022-05/2205071537320E2991E4907E4815B014.jpg/240X180,4房2厅2卫,162.6 ㎡,450万,0,南
4,4566,33005,https://img.0756fang.com/Upload/Fang/2021-08/s78716FE843A84C96AD81F7D978D3162C.jpg/240X180,4房2厅2卫,152.87 ㎡,388万,0,东北
5,4566,38662,https://img.0756fang.com/Upload/Fang/2021-09/s91874BD1D00B4410BBB12E910DE212BB.jpg/240X180,3房2厅2卫,128.38 ㎡,390万,0,北
6,4566,39459,https://img.0756fang.com/Upload/Fang/2021-10/s3BB0D89DCDCC4751819F59EFBE358234.jpg/240X180,4房2厅2卫,152.87 ㎡,420万,0,西
7,4566,59527,https://img.0756fang.com/Upload/Fang/2022-12/2212261640123186922CA4AC4347B22A.jpg/240X180,6房2厅3卫,232.84 ㎡,600万,0,东北
8,4566,26431,https://img.0756fang.com/Upload/Fang/2022-09/22090310444326631FDA725F4F03A4E5.jpg/240X180,3房2厅1卫,85 ㎡,220万,0,东
9,4566,52606,https://img.0756fang.com/Upload/Fang/2023-03/s6BF391C191984868AA0291FCCAA3731D.jpg/240X180,4房2厅3卫,174.33 ㎡,450万,0,东北
10,4566,46747,https://img.0756fang.com/Upload/Fang/2021-10/s59AAFDF29E3C46A0ABE8057185D2A021.jpg/240X180,4房2厅2卫,162.43 ㎡,420万,0,西南
11,4566,464,https://img.0756fang.com/Upload/Fang/2023-03/230307154058D432C1457EBB42DA9D09.jpg/240X180,3房2厅2卫,129.2 ㎡,365万,0,西
12,4566,32285,https://img.0756fang.com/Upload/Fang/2023-01/230109095119BB8A8B159213425C9828.jpg/240X180,3房2厅2卫,89.99 ㎡,240万,0,西南
13,4566,28994,https://img.0756fang.com/Upload/Fang/2023-01/230107154316940E148758BA44F990F8.jpg/240X180,3房2厅1卫,84.52 ㎡,210万,0,西南
14,4566,52670,https://img.0756fang.com/Upload/Fang/2022-12/s835D64E040B348E999CE141EA7DF80B3.jpg/240X180,4房2厅3卫,175 ㎡,420万,0,南
15,4566,43484,https://img.0756fang.com/Upload/Fang/2021-09/210928214858FEBED09BCCE94336ABA1.jpg/240X180,3房2厅2卫,118.06 ㎡,360万,0,西
16,4566,19041,https://img.0756fang.com/Upload/Fang/2022-11/221121160224F9F2F1DDD0A84FA69ECA.jpg/240X180,3房1厅1卫,84.6 ㎡,223万,0,北
17,4566,48374,https://img.0756fang.com/Upload/Fang/2022-06/s2181C0EC5B82402382F4ECA1462BCB48.jpg/240X180,3房2厅2卫,129 ㎡,335万,0,西
18,4566,31115,https://img.0756fang.com/Upload/Fang/2021-12/211222173223A06ACC69E559435FB33E.jpg/240X180,3房2厅1卫,84.89 ㎡,225万,0,东北
19,4566,38393,https://img.0756fang.com/Upload/Fang/2022-08/s2068742F1DDE479B962CCA9192B4645A.jpg/240X180,3房2厅2卫,139.41 ㎡,418万,0,东北
20,4566,19088,https://img.0756fang.com/Upload/Fang/2022-06/2206291033558B1D8451145E4B41A90E.jpg/240X180,4房2厅3卫,191 ㎡,560万,0,西南
21,4566,2915,https://img.0756fang.com/Upload/Fang/2022-03/220314142341441A2698D46F4C91847F.jpg/240X180,4房2厅2卫,162 ㎡,530万,0,东北
22,4566,1376,https://img.0756fang.com/Upload/Fang/2021-01/s072352C3C10B4129922B47BA4D65C74D.jpg/240X180,4房2厅3卫,157.45 ㎡,450万,0,西南
23,4566,50601,https://img.0756fang.com/Upload/Fang/2020-10/sA0BDBF32EB4F4ADDBD46D9767767A682.jpg/240X180,4房2厅2卫,160.86 ㎡,445万,0,东北
24,4566,34986,https://img.0756fang.com/Upload/Fang/2020-04/s01ED595C39F145CEA13D884A461660D1.jpg/240X180,6房3厅3卫,191.29 ㎡,479万,0,西
25,4566,28764,https://img.0756fang.com/Upload/Fang/2018-03/33b3e17c-2bda-44fc-b52a-a28a0c73d8d7.jpg/240X180,3房2厅1卫,89.9 ㎡,230万,0,东北
26,4566,39536,https://img.0756fang.com/Upload/Fang/2019-05/aa655cd5-0859-499a-93f8-c85ae736786c.jpg/240X180,3房2厅1卫,89.86 ㎡,240万,0,东南
27,4566,33709,https://img.0756fang.com/Upload/Fang/2023-02/230211115736DB2866A4AC3640118D64.jpg/240X180,3房2厅1卫,84.18 ㎡,220万,0,西南
28,4566,52341,https://img.0756fang.com/Upload/Fang/2021-09/s95D4E0D7707C4AD79DC87111F3C3D3E0.jpg/240X180,4房2厅2卫,174.33 ㎡,430万,0,北
29,4566,5488,https://img.0756fang.com/Upload/Fang/2022-07/s10224DEDB008486D9FE2EBF9C7FA8783.jpg/240X180,4房2厅4卫,187.82 ㎡,780万,0,东南
30,4566,16910,https://img.0756fang.com/Upload/Fang/2023-01/230110173414B9B072F852474EF3B02A.jpg/240X180,3房2厅2卫,128 ㎡,330万,0,南
31,4566,44729,https://img.0756fang.com/Upload/Fang/2021-08/s87890F63673C43EE9E06AA375A44011C.jpg/240X180,3房2厅1卫,89.86 ㎡,270万,0,东南
32,4566,18148,https://img.0756fang.com/Upload/Fang/2023-03/230309182200647E65DCEC174F76B639.jpg/240X180,4房2厅2卫,135.62 ㎡,483万,0,北
33,4566,3265,https://img.0756fang.com/Upload/Fang/2021-07/s64296CCEF267473D9E00F9A797966805.jpg/240X180,4房2厅2卫,153 ㎡,449万,0,东南
34,4566,3937,https://img.0756fang.com/Upload/Fang/2022-08/2208232319170EA33A644D5C43799871.jpg/240X180,4房2厅2卫,154.37 ㎡,395万,0,东北
35,4566,13002,https://img.0756fang.com/Upload/Fang/2023-03/23031017453817A99232735A41E18E78.jpg/240X180,3房2厅1卫,91 ㎡,220万,0,北
36,4566,1313,https://img.0756fang.com/Upload/Fang/2021-12/2112051759399642BF0AA14D48E78C5C.jpg/240X180,4房2厅2卫,162.01 ㎡,430万,0,东
37,4566,26639,https://img.0756fang.com/Upload/Fang/2021-10/sD0D7116821954F9D97D30F10F7F7A47C.jpg/240X180,3房2厅1卫,90 ㎡,280万,0,西南
38,4566,47475,https://img.0756fang.com/Upload/Fang/2022-06/220630150743AD3D769C6C154C158199.jpg/240X180,4房2厅2卫,157.74 ㎡,460万,0,东南
39,4566,24582,https://img.0756fang.com/Upload/Fang/2022-10/22100817200629C7348584D1416A86E3.jpg/240X180,3房2厅1卫,90 ㎡,245万,0,东
40,4566,54958,https://img.0756fang.com/Upload/Fang/2022-06/2206271605130CCD2AE3DE83475DBE17.jpg/240X180,3房2厅1卫,91.08 ㎡,240万,0,南
41,4566,4141,https://img.0756fang.com/Upload/Fang/2020-10/s4E82FB62A10E4910BA531A7142EF9022.jpg/240X180,4房2厅2卫,175.42 ㎡,600万,0,西南
42,4566,48831,https://img.0756fang.com/Upload/Fang/2021-08/s5A721EB6D76A4740822570F091758A5A.jpg/240X180,3房2厅1卫,84.98 ㎡,240万,0,南
43,4566,57023,https://img.0756fang.com/Upload/Fang/2022-07/s591CB80DD0B24717B1B7B0E0EB6848DE.jpg/240X180,3房2厅2卫,139 ㎡,380万,0,东南
44,4566,15330,https://img.0756fang.com/Upload/Fang/2022-08/2208082300008253BA19DABB47BCA42D.jpg/240X180,5房2厅3卫,167 ㎡,501万,0,北
45,4566,20180,https://img.0756fang.com/Upload/Fang/2022-06/s89F92243FBE44E299B4211F1A90797F9.jpg/240X180,6房2厅3卫,172 ㎡,520万,0,东
46,4566,25849,https://img.0756fang.com/Upload/Fang/2019-03/141b48e8-5a6d-4633-af73-e2596e062164.jpg/240X180,4房2厅2卫,153 ㎡,450万,0,南
47,4566,17348,https://img.0756fang.com/Upload/Fang/2018-07/0b605d07-dd46-42c7-a7fb-0be8cf829734.jpg/240X180,3房2厅2卫,128.88 ㎡,350万,0,西南
48,4566,11261,https://img.0756fang.com/Upload/Fang/2023-03/2303171021088FA96E19FA634A8B8A83.jpg/240X180,4房2厅2卫,159.92 ㎡,420万,0,北
49,4566,29446,https://img.0756fang.com/Upload/Fang/2020-07/s412C5215C2754673AB716F4FC4729627.jpg/240X180,4房2厅2卫,161.97 ㎡,435万,0,东南
50,4566,1273,https://img.0756fang.com/Upload/Fang/2017-07/177d4ed9-ef0e-496c-b977-1e97e55c344d.jpg/240X180,3房2厅2卫,129 ㎡,365万,0,南北通
51,4566,30346,https://img.0756fang.com/Upload/Fang/2021-05/sFFD7D9D0B4214A189181D8B81657592C.jpg/240X180,3房2厅2卫,126.53 ㎡,560万,0,东北
52,4566,23369,https://img.0756fang.com/Upload/Fang/2018-08/14f05a3e-d4d4-44f4-a5b9-ea78d04cc209.jpg/240X180,3房2厅1卫,90.3 ㎡,250万,0,东北
53,4566,24510,https://img.0756fang.com/Upload/Fang/2022-03/220306181015E54A60AE31094279BEEB.jpg/240X180,3房2厅1卫,89.46 ㎡,240万,0,西
54,4566,3142,https://img.0756fang.com/Upload/Fang/2023-03/230322120543957AD701E313491C9169.jpg/240X180,3房2厅2卫,108.35 ㎡,275万,0,北
55,4566,27699,https://img.0756fang.com/Upload/Fang/2020-06/sE3202D1A6EDD47639695465005848E67.jpg/240X180,4房2厅2卫,152 ㎡,420万,0,南
56,4566,44359,https://img.0756fang.com/Upload/Fang/2017-08/25d3b2bf-d6f1-4797-9fba-75ee6bee73cb.jpg/240X180,3房2厅1卫,129 ㎡,450万,0,西
57,4566,16911,https://img.0756fang.com/Upload/Fang/2022-03/s0CB5028543CE464E8FD97F5337133723.jpg/240X180,3房2厅2卫,129 ㎡,365万,0,南北通
58,4566,8477,https://img.0756fang.com/Upload/Fang/2018-05/823c6afe-5af2-4a9f-94e1-a323307a1120.jpg/240X180,4房2厅2卫,161.97 ㎡,485万,0,南北通
59,4566,14705,https://img.0756fang.com/Upload/Fang/2018-03/27ec3cd0-58ab-4dc4-8e76-2d5ff1b44bd3.jpg/240X180,7房3厅3卫,191 ㎡,560万,0,北
60,4566,31346,https://img.0756fang.com/Upload/Fang/2022-05/220516172000E124601B16FC41DE98E4.jpg/240X180,7房2厅1卫,306.92 ㎡,965万,0,东北
61,4566,32448,https://img.0756fang.com/Upload/Fang/2023-03/sD8925719E3D6432D9BA8414EEEB51621.jpg/240X180,8房3厅3卫,233.04 ㎡,700万,0,东北
62,4566,47266,https://img.0756fang.com/Upload/Fang/2020-04/s5A07AEA1329B4A319600485E96AFC68E.jpg/240X180,4房2厅2卫,155.77 ㎡,373万,0,东北
63,4566,14593,https://img.0756fang.com/Upload/Fang/2022-03/s95E55FBB30C04CE49CA1921A994917E5.jpg/240X180,8房3厅4卫,306.92 ㎡,880万,0,北
64,4566,48209,https://img.0756fang.com/Upload/Fang/2022-07/s826BFD6BCEA64F12AC663A76E8E83465.jpg/240X180,4房2厅2卫,153 ㎡,380万,0,南北通
65,4566,43867,https://img.0756fang.com/Upload/Fang/2021-11/s069D8AC78A1B46218CA851D30AD5644A.jpeg/240X180,4房2厅2卫,152.87 ㎡,430万,0,北
66,4566,19024,https://img.0756fang.com/Upload/Fang/2020-11/sE37F7D7C5D354A969B0932F0DF856FC6.jpg/240X180,3房2厅2卫,128.13 ㎡,370万,0,北
67,4566,4861,https://img.0756fang.com/Upload/Fang/2021-05/s86DC25442F3F44568039383D6815F48A.jpg/240X180,3房2厅2卫,128 ㎡,336万,0,北
68,4566,40717,https://img.0756fang.com/Upload/Fang/2023-03/s5E5B6E108B2546C7A5DDC9325F830EDF.jpg/240X180,4房2厅2卫,161.97 ㎡,400万,0,南北通
69,4566,8287,https://img.0756fang.com/Upload/Fang/2022-07/220710150731BF84C4F9614D43FB9F00.jpg/240X180,3房2厅2卫,85 ㎡,220万,0,南
70,4566,37553,https://img.0756fang.com/Upload/Fang/2023-02/230213092720F31E69B3E8CC4ECC986E.jpg/240X180,4房2厅3卫,175.59 ㎡,447万,0,东
0,1514,27342,https://img.0756fang.com/Upload/Fang/2021-10/sCFF244B647874C52A04E412FA96D61CA.jpeg/240X180,3房2厅2卫,130.41 ㎡,430万,0,南北通
1,1514,24253,https://img.0756fang.com/Upload/Fang/2022-05/s145B08D9CF554A788F23E269B889234A.jpg/240X180,3房2厅2卫,130.46 ㎡,395万,0,西南
2,1514,44920,https://img.0756fang.com/Upload/Fang/2021-07/2107221715465B92132D19AA479E9F49.jpg/240X180,4房2厅2卫,144.15 ㎡,460万,0,西
3,1514,34723,https://img.0756fang.com/Upload/Fang/2022-05/2205311536168FD9148F6F484794BD39.jpg/240X180,3房2厅1卫,96.65 ㎡,305万,0,东北
4,1514,46612,https://img.0756fang.com/Upload/Fang/2023-02/230228164947993803308C5E43C8827B.jpg/240X180,2房2厅2卫,96 ㎡,260万,0,东南
5,1514,20127,https://img.0756fang.com/Upload/Fang/2021-10/211024180827570400EDCB504252B29C.jpg/240X180,3房2厅2卫,130.41 ㎡,350万,0,东
6,1514,37163,https://img.0756fang.com/Upload/Fang/2021-09/s0CF6353ED3A04FDDB0E3B081BAB292C3.jpg/240X180,2房2厅2卫,98.2 ㎡,319万,0,西
7,1514,51362,https://img.0756fang.com/Upload/Fang/2022-05/2205151317075B5F622D1A914AA2B359.jpg/240X180,3房2厅1卫,96 ㎡,280万,0,南
8,1514,21549,https://img.0756fang.com/Upload/Fang/2021-08/sE2596D70B232469DA33E98EA9D436257.jpg/240X180,4房2厅2卫,143.81 ㎡,475万,0,东
9,1514,1209,https://img.0756fang.com/Upload/Fang/2021-09/s7E0CD390FD6D489D827564FB68A3212C.jpg/240X180,3房2厅1卫,95.68 ㎡,330万,0,南
10,1514,52851,https://img.0756fang.com/Upload/Fang/2021-06/sF9F5F34E8D8B4A698E4781580EFD374F.jpg/240X180,4房2厅2卫,145 ㎡,505万,0,南北通
11,1514,33881,https://img.0756fang.com/Upload/Fang/2022-11/221118161606000A8C807B5745C5BDA2.jpg/240X180,4房2厅2卫,142.16 ㎡,415万,0,南北通
12,1514,6464,https://img.0756fang.com/Upload/Fang/2020-07/s49F538DF27154E3B994C7F9A0547AB77.jpg/240X180,2房2厅2卫,98.2 ㎡,378万,0,南北通
13,1514,19181,https://img.0756fang.com/Upload/Fang/2021-05/s20F4C434EB444BB9BD61C6BB10D82BC8.jpg/240X180,2房2厅1卫,77 ㎡,261万,0,东南
14,1514,22446,https://img.0756fang.com/Upload/Fang/2021-10/211023094624B02A04CA883A4C3BB394.jpg/240X180,2房2厅2卫,98.17 ㎡,280万,0,西南
15,1514,48780,https://img.0756fang.com/Upload/Fang/2021-03/s9198212F1C244A6D8B1A976F7851D1BA.jpg/240X180,4房2厅3卫,174.54 ㎡,510万,0,西
16,1514,19392,https://img.0756fang.com/Upload/Fang/2021-05/s47256BF8118C443EB141F20DB54E20FA.jpg/240X180,2房2厅2卫,98.17 ㎡,290万,0,西南
17,1514,16926,https://img.0756fang.com/Upload/Fang/2021-06/sCED9B1DB1F364820B04BC8D9096885F1.jpg/240X180,4房2厅2卫,145 ㎡,510万,0,西
18,1514,6501,https://img.0756fang.com/Upload/Fang/2020-08/s0307F396743A424FA77DEE468E4709CC.jpg/240X180,2房2厅2卫,96 ㎡,315万,0,西
19,1514,42184,https://img.0756fang.com/Upload/Fang/2022-11/s5A2A9B82E59441AB898EFD0434DBF5E6.jpg/240X180,3房2厅2卫,130 ㎡,400万,0,南
20,1514,3738,https://img.0756fang.com/Upload/Fang/2021-10/s3B8331BE82CF4EC4B17669858F7CBBA7.jpg/240X180,3房2厅2卫,130.47 ㎡,415万,0,西
21,1514,39196,https://img.0756fang.com/Upload/Fang/2021-06/2106171628105EDFB88D90CF4D7FA5D7.jpg/240X180,4房2厅2卫,159.8 ㎡,550万,0,东北
22,1514,55385,https://img.0756fang.com/Upload/Fang/2021-07/s2E60FDE3AA5947CDB13CFD870043125A.jpg/240X180,3房2厅1卫,95.35 ㎡,360万,0,西南
23,1514,38306,https://img.0756fang.com/Upload/Fang/2021-08/sBA2B5398B8804799B10963022B2CF8FE.jpg/240X180,4房2厅2卫,151 ㎡,445万,0,南
24,1514,5213,https://img.0756fang.com/Upload/Fang/2021-11/21112011065935A75A75A7AE454794BB.jpg/240X180,3房2厅1卫,96 ㎡,345万,0,北
25,1514,20546,https://img.0756fang.com/Upload/Fang/2021-08/s60BDF1BB4E8847789CC4D3ED9CC1B16C.jpg/240X180,3房2厅1卫,95.68 ㎡,340万,0,东南
26,1514,13552,https://img.0756fang.com/Upload/Fang/2023-03/230317144002215483E3738349A18929.jpg/240X180,3房2厅1卫,96.88 ㎡,300万,0,东
27,1514,3044,https://img.0756fang.com/Upload/Fang/2022-11/221129151300BB0A008E8CD843D38D5C.jpg/240X180,3房2厅2卫,130 ㎡,382万,0,西
28,1514,34538,https://img.0756fang.com/Upload/Fang/2022-08/220824101603AB6FED5CDB9E409086DF.jpg/240X180,3房2厅2卫,122 ㎡,400万,0,南
29,1514,18294,https://img.0756fang.com/Upload/Fang/2022-03/220331110531375FD32E8E97491385D0.jpg/240X180,2房2厅2卫,96 ㎡,300万,0,西
30,1514,25209,https://img.0756fang.com/Upload/Fang/2022-07/22072215012074CA3C6B99704E38A9D4.jpg/240X180,3房2厅2卫,122 ㎡,415万,0,东北
31,1514,12786,https://img.0756fang.com/Upload/Fang/2021-03/s6E44B3DF26EF4DD6BCB60BD09CFF3645.jpg/240X180,2房2厅2卫,96 ㎡,310万,0,西
32,1514,50177,https://img.0756fang.com/Upload/Fang/2023-02/230213191159C4258C64845E4D43A66C.jpg/240X180,2房2厅2卫,95 ㎡,310万,0,东
33,1514,43014,https://img.0756fang.com/Upload/Fang/2022-09/220917120805A953C8AD121246ECAE9C.jpg/240X180,2房2厅2卫,98.2 ㎡,338万,0,南北通
34,1514,35085,https://img.0756fang.com/Upload/Fang/2021-11/21111518054177D3EEDD5FD8404FB500.jpg/240X180,3房2厅1卫,97 ㎡,340万,0,西
35,1514,16644,https://img.0756fang.com/Upload/Fang/2022-07/s6E15953F486E42129C6DABE5B9B963F9.jpeg/240X180,4房2厅2卫,159 ㎡,500万,0,南
36,1514,9692,https://img.0756fang.com/Upload/Fang/2022-05/2205201203144A8919A3799349CEA5A9.jpg/240X180,2房2厅2卫,98 ㎡,300万,0,西
37,1514,19325,https://img.0756fang.com/Upload/Fang/2021-06/210610113741A482F8BEDFBD4C38A1E4.jpg/240X180,5房2厅4卫,248 ㎡,927万,0,东
38,1514,46424,https://img.0756fang.com/Upload/Fang/2022-07/s52539A3F22124AFF9EC1249BF7BEC3E6.jpg/240X180,2房2厅2卫,96 ㎡,300万,0,南
39,1514,30152,https://img.0756fang.com/Upload/Fang/2021-11/21112517305998A65512A18D4527BE70.jpg/240X180,4房2厅3卫,174.5 ㎡,536万,0,南北通
40,1514,433,https://img.0756fang.com/Upload/Fang/2022-06/22061309450918AC217E2585462384AC.jpg/240X180,4房2厅2卫,149.93 ㎡,480万,0,北
41,1514,8330,https://img.0756fang.com/Upload/Fang/2020-01/746ef87d-6a0e-45c5-94b4-a741bf0feacc.jpg/240X180,3房2厅1卫,96 ㎡,360万,0,南
42,1514,18887,https://img.0756fang.com/Upload/Fang/2018-09/1146666b-565e-422e-a1b8-cd4c98ae2bbb.jpg/240X180,3房2厅2卫,121.6 ㎡,450万,0,西
43,1514,43389,https://img.0756fang.com/Upload/Fang/2019-05/2540e9bf-dd69-466c-94fb-8d09c707ff5c.jpg/240X180,3房2厅1卫,97 ㎡,350万,0,东南
44,1514,3630,https://img.0756fang.com/Upload/Fang/2020-08/2008241734202B41DD29ECEF40E3BFD5.jpg/240X180,3房2厅2卫,130 ㎡,430万,0,南
45,1514,17422,https://img.0756fang.com/Upload/Fang/2022-10/2210131100551FD9584280FD45E4AF57.jpg/240X180,4房2厅2卫,144.15 ㎡,489万,0,东北
46,1514,29817,https://img.0756fang.com/Upload/Fang/2022-03/s5E2D3791FABB4B91A49E89AC0F10906B.jpg/240X180,3房2厅1卫,96.65 ㎡,315万,0,东北
47,1514,53851,https://img.0756fang.com/Upload/Fang/2019-02/aeca6d2b-7a66-4efb-a444-6e3645038e57.jpg/240X180,3房2厅1卫,95.38 ㎡,310万,0,南
48,1514,29164,https://img.0756fang.com/Upload/Fang/2021-05/210514113820E21CAC94B9384185994F.jpg/240X180,3房2厅2卫,121.63 ㎡,450万,0,南北通
49,1514,37616,https://img.0756fang.com/Upload/Fang/2023-02/230207180611BE3AA93CA38D4D659561.jpg/240X180,3房2厅2卫,121.6 ㎡,468万,0,南北通
50,1514,24665,https://img.0756fang.com/Upload/Fang/2020-08/sBFD1EEF596944B9C9B6E6BB7B0910672.jpg/240X180,4房2厅3卫,159.7 ㎡,585万,0,西
51,1514,1827,https://img.0756fang.com/Upload/Fang/2020-04/sEF758C8CBBA4489299C69C6A2692BE92.jpg/240X180,3房2厅2卫,130.46 ㎡,420万,0,东
52,1514,36279,https://img.0756fang.com/Upload/Fang/2022-08/sD1C954E419BD4B76B8EB0A0C53F562E0.jpg/240X180,3房2厅1卫,96 ㎡,307万,0,南北通
53,1514,4374,https://img.0756fang.com/Upload/Fang/2022-08/220821145633CF2BBF90306348F28440.jpg/240X180,3房2厅1卫,95.2 ㎡,320万,0,西
54,1514,10954,https://img.0756fang.com/Upload/Fang/2021-06/2106141053084B8877E7AC0A43FCAB9A.jpg/240X180,4房2厅2卫,143.8 ㎡,408万,0,西
55,1514,30964,https://img.0756fang.com/Upload/Fang/2020-11/201106151654039B255974BA40668181.jpg/240X180,4房2厅2卫,151.08 ㎡,455万,0,西南
56,1514,20858,https://img.0756fang.com/Upload/Fang/2022-09/220925172718FD83BCF2DC8C4FBCB561.jpg/240X180,2房2厅2卫,96 ㎡,255万,0,北
57,1514,17660,https://img.0756fang.com/Upload/Fang/2022-06/2206260916283520DF5A68E5440E9D80.jpg/240X180,3房2厅2卫,121.64 ㎡,410万,0,北
58,1514,15780,https://img.0756fang.com/Upload/Fang/2020-07/sE2A20F9B6BBA4C9BA61EEB2140098AD4.jpg/240X180,4房2厅2卫,151.08 ㎡,450万,0,西南
59,1514,5255,https://img.0756fang.com/Upload/Fang/2021-10/s7596B262113241CAA8E076DCB4296220.jpg/240X180,3房2厅1卫,96 ㎡,350万,0,南北通
0,961,30750,https://img.0756fang.com/Upload/Fang/2022-06/22062910383876084DDDFB98437485A5.jpg/240X180,4房2厅2卫,165.2 ㎡,408万,0,东
