id,district,sub_url,photo,house_name,house_status,house_type,address,price,developer,sur_trafic,sur_school,sur_environment,sur_business,sur_entertain,peoperty_fee,property_company
18,11,/first/18/,https://img.0756fang.com/Upload/Dictionary/2016-06/c9cd6946-65c8-4148-9def-1b9a6a7d2c5f.jpg/w600,梧桐树大厦,不在售,写字楼,横琴新区琴海东路50,100000,珠海横琴国开投资有限公司,通过莲花大桥与澳门相连，24小时通关澳门，10分钟过关；通过港珠澳大桥与香港相连，港珠澳大桥预计2016年底通车，30分钟车程直达香港；通过发达的公路体系与广珠轻轨，一小时直达广州深圳；5分钟直达横琴湾仔码头、10分钟门渔人码头、20分钟直达客运码头九洲港；20分钟经到达珠海机场/澳门国际机场，40分钟直达香港国际机场，1.5小时达深圳宝安国际机场/广州白云国际机场,横琴小学、横琴幼儿园、横琴学校（九年一贯制）、横琴一中、澳门大学横琴校区,星乐度露营小镇、十里花海长廊、珠海横琴滨海湿地公园,励骏庞都广场、横琴购口岸商业广场、,长隆海洋度假区、小横琴山森林公园、大横琴山森林公园、天湖自然风景区、横琴蚝生态园、湾仔竹仙洞等旅游景点,29.0元/㎡,深圳历思联行物业管理有限公司
1198,11,/first/1198/,https://img.0756fang.com/Upload/Dictionary/2018-08/6154d8b1-afdd-408c-b066-19a679127bd3.png/w600,钜星汇商业广场,不在售,商铺,珠海横琴七色彩虹路6,130000,珠海横琴钜联实业有限公司,粤港澳穿梭巴士首站，巨星汇广场公交站,横琴中小学,横琴中小学，华发国际网球中心，紫檀博物馆，香洲埠文化院街，丽新创新坊，横琴万象世界公园，来来梦幻世界，彩虹生活广场，长隆海洋王国，HelloKitty 主体公园，横琴口岸,钜星汇广场，来来梦幻世界，彩虹生活广场,华发国际网球中心，紫檀博物馆，香洲埠文化院街，丽新创新坊，横琴万象世界公园，来来梦幻世界，彩虹生活广场，长隆海洋王国，HelloKitty 主体公园,13.8元/㎡,金地物业
2014,11,/first/2014/,https://img.0756fang.com/Upload/Dictionary/2020-07/s4C1E08901D864156B67C2ADFBB6F47D2.png/w600,仁和横琴国际,不在售,商办,横琴新区三叠泉路99,33000,珠海横琴仁和养生文化发展有限公司,公公交车路线：港澳大道路口站，车次：14路，86路，K10，K11,澳门大学、横琴小学、横琴中学、横琴幼儿园、产学联盟	,大小横琴山公园，横琴湿地公园，三叠泉，珠海长隆国际海洋度假区,创新方，励骏友谊广场，万象世界,长隆海洋王国，东方高尔夫，芒洲湿地公园，狮门娱乐，星乐度横琴露营小镇,4.8元/㎡,仁和三叠泉一号
82,11,/first/82/,https://img.0756fang.com/Upload/Dictionary/2017-12/ee8d0656-77e1-4825-8ff8-aeb4d4c78d59.png/w600,中冶盛世国际广场,不在售,商办,北塔：港澳大道163,42000,中冶国际投资发展有限公司,通过莲花大桥与澳门直接相连；通过港珠澳大桥（预计2017年通车）与香港相连，40分钟直达香港；通过发达的公路体系与城轨，两小时直达广州、深圳；5分钟直达洪湾货运码头、20分钟直达客运码头九洲港；20分钟经到达珠海机场/澳门国际机场，40分钟直达香港国际机场。,目前有澳门大学、北大希望之星实验学校、横琴第一中学；未来将按国际标准设置公立幼儿园、小学和中心，引入国际顶尖私立学校,北面为顺景路；东面为琴海东路和澳门；西面为环岛东路和建设中的励骏友谊广场；南面为连通横琴与澳门的莲花大桥,励骏友谊广场、横琴商业步行街（已开业）、周边有28万㎡商业配套，有国际名品Mall、IMX影院、休闲娱乐观光、世界名牌期间商业群、小型精品店,长隆国际海洋度假区、三叠泉景区，横琴国际网球中心、香洲埠文化院街、香港丽新“星艺文创天地、法拉帝亚太游艇中心、即将修建的Hello Kitty主题乐园等。,4.5元/㎡,中冶物业
1178,11,/first/1178/,https://img.0756fang.com/Upload/Dictionary/2018-07/6cd4fa86-70e6-42b7-8660-8fc580b9c249.png/w600,三一南方总部大厦,不在售,商办,横琴新区环岛东路32,40000,三一(珠海)投资有限公司,通过莲花大桥与澳门直接相连；通过港珠澳大桥与香港相连，直达香港；通过发达的公路体系与城轨，直达广州、深圳；直达洪湾货运码头、直达客运码头九洲港；经到达珠海机场/澳门国际机场，直达香港国际机场。,目前有澳门大学、北大希望之星实验学校、横琴第一中学；未来将按国际标准设置公立幼儿园、小学和中心，引入国际顶尖私立学校,项目北向看澳门景观，南向看小横琴山艺术公园，东看横琴口岸，西看十字门商务区。,励骏友谊广场、横琴商业步行街（已开业）、周边有28万㎡商业配套，有国际名品Mall、IMX影院、休闲娱乐观光、世界名牌期间商业群、小型精品店,长隆国际海洋度假区、三叠泉景区，横琴国际网球中心、香洲埠文化院街、香港丽新“星艺文创天地、法拉帝亚太游艇中心、即将修建的Hello Kitty主题乐园等。,3.0元/㎡,金地物业
6,11,/first/6/,https://img.0756fang.com/Upload/Dictionary/2016-06/714c0ed4-bb11-4f17-ac4b-909c015871c6.png/w600,富力中心,不在售,写字楼,横琴新区兴盛一路12,43000,富力地产,五大机场：珠海机场（40分钟抵达）；澳门国际机场（40分钟抵达）；深圳宝安国际机场（1小时40份抵达）；香港国际机场（2小时抵达）；广州新白云国际机场（2小时抵达）大桥：港珠澳大桥（预计2017年通车）；横琴大桥（已通车）；横琴二桥（2015年12月已通车）；金海大桥（预计2016年动工）；莲花大桥（已通车）铁路：广珠城际轻轨（预计2016年底通车）高速：广珠西线高速、京港澳高速城,横琴小学、横琴幼儿园、横琴学校（九年一贯制）、横琴一中、澳门大学横琴校区,珠海富力中心位于横琴大桥南侧，处于“三片十区”中的中央商务区。该区以金融、商务服务为代表的现代产业体系在中央商务区成为重要发展导向，依靠港澳注入顶尖的企业，将打造成大陆金融对外开放的新窗口。目前中央商务区内的写字楼项目有高金中国总部，南方国际金融传媒大厦、横琴国际金融中心大厦、中交金融大厦、中国铁路金融大厦等,横琴进口商品展销体验中心,长隆海洋度假区、小横琴山森林公园、大横琴山森林公园、天湖自然风景区、横琴蚝生态园、湾仔竹仙洞等旅游景点,25.0元/㎡,天力物业
1179,11,/first/1179/,https://img.0756fang.com/Upload/Dictionary/2018-08/16d184ad-f812-41ec-b608-466a7981d46d.jpg/w600,龙光玖龙玺,不在售,住宅,横琴新区琴德路66号,53000,珠海市横琴好景置业有限公司,横琴口岸物业，往来澳门十分便捷，周边还有湾仔口岸以及拱北口岸，从本项目出发可到达湾仔口岸，可到达拱北口岸；港珠澳大桥落成后，与横琴无缝连接，直达香港；走港珠澳大桥西沿线转广珠西线高速去珠海金湾机场仅；竖向的主干道为金琴高速及通往横琴的环岛东路，直达广州；广珠城际轻轨延长线可直达珠海机场，与澳门实现无缝链接，可直通北上,横琴小学、横琴幼儿园、横琴学校（九年一贯制）、横琴一中、澳门大学横琴校区,华融琴海湾、中海名钻、横琴新家园、华发首府、K2荔枝湾、银鑫花园,励骏广场、华融琴海湾商业街、灏怡天揽商业区、中冶盛世国际广场商业区、横琴口岸商业区,长隆海洋度假区、小横琴山森林公园、大横琴山森林公园、天湖自然风景区、横琴蚝生态园、湾仔竹仙洞等旅游景点,5.0元/㎡,龙光物业
2168,11,/first/2168/,https://img.0756fang.com/Upload/Dictionary/2021-08/s4FAEEA40E0A94E189D7EF1F2AA63AA0A.jpg/w600,中青旅国际青年文化中心,不在售,商办,横琴 珠海市横琴新区,29000,珠海市中青旅投资有限公司,公交：天星里公交站位于项目南侧，步行仅100米即可到达轨交：自项目出发直线距离约1.5公里速抵珠机城轨横琴站，跨境琴澳轻松速达，高效对接粤港澳湾区城市群。车行约3分钟即可到达自驾：市区到项目：市区→加林山隧道（珠三角环线）→横琴大桥→环岛东路→濠江路→本项目（约 30 分钟车程）机场到项目：金湾机场→金湾东路→洪鹤大桥→横琴二桥→横琴大道→中心大道→濠江路→本项目（约 50 分钟车,伯牙小学、子期幼儿园及小学,八大配套环绕，坐享醇熟都芯：横琴都会中芯位于综合服务片区内，区内汇聚服务、文化艺术、休闲、商业、体育、医疗、教育及文创八大服务配套：市民服务中心（在建中）、市民艺术中心（在建中）、天沐琴台（在建中）、励骏庞都广场、横琴国际网球中心、澳门大学、横琴医院（在建中）、横琴澳门青年创业谷。正对横琴坐标，毗邻住宅群、休闲娱乐集群地，汇聚最大常住人流，成为横琴城市中心：项目正南为横琴政府打造的天沐河景观带,励骏庞都广场、市民服务中心、横琴国际网球中心、天沐琴台、保利国际广场......,励骏庞都商业广场：车行约 2 分钟，步行约 10 分钟 市民服务中心：车行约 3 分钟，步行约 15 分钟 横琴国际网球中心：车行约 4 分钟，步行约 15 分钟横琴中心公园：步行约 1 分钟 市民艺术中心：步行约 1 分钟 天沐琴台：步行约 2 分钟,6.9元/㎡,珠海市德晋物业管理有限责任公司
13,11,/first/13/,https://img.0756fang.com/Upload/Dictionary/2015-08/13bbd51c-b896-4ab4-afd3-49572952bcd8.jpg/w600,保利国际广场,不在售,写字楼,横琴新区琴朗路91号,35000,珠海横琴保利利和投资有限公司,法拉第游艇会，广珠城轨横琴口岸站，横琴大桥，横琴二桥，马骝洲隧道，金海大桥，莲花大桥，十字门通道，广珠西线，G4W广澳高速,横琴幼儿园，横琴小学，横琴中学，澳门大学,K2荔枝湾，华发首府，中海名钻，华融琴海湾，,励骏友谊广场，钜星汇商业广场，横琴口岸跨境购物极速体验中心，梧桐树时代广场，横琴中央汇,华发网球中心，长隆海洋王国，三叠泉风景山，HelloKitty主题公园，横琴生态景观区，横琴石博园,27.0元/㎡,保利物业
1137,11,/first/1137/,https://img.0756fang.com/Upload/Dictionary/2018-04/edfe72b3-d4da-4e14-a357-60c42770c555.png/w600,融创财富中心,不在售,商住,横琴新区兴盛五路26,42000,新兴重工（珠海）投资有限公司,公交线路：14，62，86，K10，K11（站点：横琴大桥南）；广珠城轨站（金融岛站）,澳门大学、横琴小学、横琴中学、横琴幼儿园、,横琴国际金融中心、中大金融大厦、中交金融大厦、高金集团横琴总部、神华南方总部大厦、中铁建大厦、富力中心、湾区一号、南方传媒大厦、,项目自带商业、富力中心、湾区一号、珠江湾、,长隆海洋王国、东方高尔夫、其他规划的休闲娱乐配套（创新方、HELLO KITTY主题乐园、香洲埠等）法拉第游艇俱乐部、丽新星艺文创天地、国际网球场、,0.0元/㎡,融创物业
1459,11,/first/1459/,https://img.0756fang.com/Upload/Dictionary/2020-05/sC78B4C29DC2F45C9B0F3D892FDE86A6A.jpg/w600,港珠澳供应链总部大厦,不在售,商办,横琴新区和祥街111,34000,横琴金牛置业有限公司,港珠澳直通巴士总站,横琴中小学，哈罗礼德，威雅公学,横琴中小学，华发国际网球中心，紫檀博物馆，香洲埠文化院街，丽新创新坊，横琴万象世界公园，来来梦幻世界，彩虹生活广场，长隆海洋王国，HelloKitty 主体公园，横琴口岸，港珠澳直通巴士总站,创新坊、彩虹生活广场、来来梦幻世界,华发国际网球中心，紫檀博物馆，香洲埠文化院街，丽新创新坊，横琴万象世界公园，来来梦幻世界，彩虹生活广场，长隆海洋王国，HelloKitty 主体公园,6.0元/㎡,仲量联行
1303,11,/first/1303/,https://img.0756fang.com/Upload/Dictionary/2019-06/38f44baf-3520-4365-b12e-5b836948e7ae.png/w600,碧桂园澳邻PARK,不在售,商办,横琴新区碧澳巷38号,30000,珠海市横琴新区碧澳房地产开发有限公司,Z53路,澳门大学、横琴小学、横琴中学、横琴幼儿园、产学联盟,横琴万象世界、国家食品安全检测中心、香洲埠、紫檀文化中心、富盈酒店、长隆海洋王国等项目,万象世界，励骏商业广场,大小横琴山公园，万象公园，横琴湿地公园，长隆（系列）酒店、横琴滨海湿地修复工程、长隆海洋王国,0.0元/㎡,碧桂园物业
1343,11,/first/1343/,https://img.0756fang.com/Upload/Dictionary/2019-11/e794efea-53d6-4b29-a28c-8930688feb14.jpg/w600,永同昌时代广场,不在售,商办,横琴新区濠江路271,30000,澳能（横琴）能源发展有限公司,澳门：直达横琴关口， 全天通关澳门；香港：2017 年年底已开通港珠澳大桥，直达香港；广州：广珠轻轨延长线将接驳至横琴，经由广珠轻轨直达广州；深圳：经由深中通道（预计2024 年通车），直达深圳；深珠通道以列入规划当中未来将大大缩短深珠距离；金湾机场： 经金海大桥（预计2020 年通车），直达珠海金湾机场；,澳门大学、横琴小学、横琴中学、横琴幼儿园、产学联盟,横琴万象世界、国家食品安全检测中心、香洲埠、紫檀文化中心、富盈酒店、长隆海洋王国等项目,万象世界，励骏商业广场,大小横琴山公园，万象公园，横琴湿地公园，长隆（系列）酒店、横琴滨海湿地修复工程、长隆海洋王国,4.9元/㎡,北京西国贸物业服务有限公司
103,11,/first/103/,https://img.0756fang.com/Upload/Dictionary/2018-06/38596011-31f7-492d-b682-3ed9f08bba36.jpg/w600,华发悦府,不在售,住宅,横琴新区琴政路589,43000,华发股份,港珠澳大桥、澳门城际轻轨、横琴大桥、横琴口岸、马骝洲隧道。 ,横琴幼儿园、小学、中学（容闳教育管理）、澳门大学；,酒店酒楼：华发喜来登酒店、瑞吉酒店、行政公寓、横琴长隆横琴湾酒店、横琴长隆企鹅酒店；,,横琴金融产业服务基地（中国银行、工商银行、农业银行、交通银行、兴业银行、平安银行、邮政储蓄银行等）。室内恒温泳池、高尔夫推杆室、瑜伽室等社区私属会所,4.8/㎡,华发物业
104,11,/first/104/,https://img.0756fang.com/Upload/Dictionary/2018-03/fcfd6c3e-0dc3-4580-9ebb-473a0a2f083d.jpg/w600,华发悦天地,不在售,住宅,横琴新区濠江路101,33000,华发股份,港珠澳大桥、澳门城际轻轨、横琴大桥、横琴口岸、马骝洲隧道。 ,横琴幼儿园、小学、中学（容闳教育管理）、澳门大学；,酒店酒楼：华发喜来登酒店、瑞吉酒店、行政公寓、横琴长隆横琴湾酒店、横琴长隆企鹅酒店；,,横琴金融产业服务基地（中国银行、工商银行、农业银行、交通银行、兴业银行、平安银行、邮政储蓄银行等）。室内恒温泳池、高尔夫推杆室、瑜伽室等社区私属会所,0.0/㎡,华发物业
2155,12,/first/2155/,https://img.0756fang.com/Upload/Dictionary/2021-06/s228153A378094DE18F241158A863E1CA.jpg/w600,粤海拾桂府,在售,住宅,金湾区泰熙街40号(,23000,粤海置地,海陆空全维度贯穿，城市对外交通起点，粤港澳都会圈中枢快速接驳三轨（广珠城轨珠机支线、广佛江珠城轨、广珠铁路）、五路（西部沿海高速、江珠高速、机场高速、机场北路、机场东路）、五桥（港珠澳大桥、珠海大桥、香海大桥、洪鹤大桥、金海大桥）、五机场（珠海机场，澳门国际机场、香港国际机场、深圳国际机场、广州国际机场），广东重要港口高栏港，城市东西快速公交（BRT），形成海陆空立体交通网络。,金湾一中、广东科学技术职业学院、珠海城市职业技术学院、珠海市实验中学、拟建及规划中增加2所中学，4所小学，7所幼儿园,航空城小学、金湾一中、实验中学、吉林大学珠海学院、遵义医学院、省高职院、市城职院，精英教育同步国际；三甲医院广东省人民医院珠海医院（金湾中心医院），顶尖医疗为生活护航；国际商务中心、市民艺术中心、产业服务中心、公共文化中心、珠海奥体中心、青少年妇幼儿童娱乐中心、金湾航空新城规划展览馆、金湾区美术馆等文化设施。,金湾航空新城占地3.8平方公里，将建成汇聚国际商务中心、市民文化中心、产业服务中心“三大中心”，滨水景观带，滨湖景观长廊，满足行政、商业、酒店、办公、休闲、会展、创新等各种功能的高端核心区域。,10万㎡大型公园、中心河沿岸绿化景观、金湖公园、湿地公园，市政公园（项目西侧）营造鲜氧无比的生态休闲公共空间；,3.0元/㎡,粤海物业
2100,12,/first/2100/,https://img.0756fang.com/Upload/Dictionary/2020-11/sA9C1505E79414973B48B785D67767A9E.jpeg/w600,天樾峰公馆,在售,住宅,金湾区三灶镇祥业路2,14000,珠海市鸿达文化传播有限公司,三灶东站轻轨站。茂田公交站，三灶机场,三灶中心中学。三灶中心小学，中兴小学。中兴幼儿园,&quot;金海岸文化中心、金湾高尔夫球场、金湖湿地公园、金湾观海长廊等、航展馆、观音山郊野公园、列圣森林公园等&quot;,金湾区华发商都、唐人街商业街,银沙滩&quot;金海岸文化中心、金湾高尔夫球场、金湖湿地公园、金湾观海长廊等、航展馆、观音山郊野公园、列圣森林公园等&quot;,3.0元/㎡,时代物业
1455,12,/first/1455/,https://img.0756fang.com/Upload/Dictionary/2020-04/s92A550E1E4EF42F689A5EB5A23DDFA30.jpeg/w600,中国铁建国际城,在售,住宅,金湾区金飞路286号,25000,中铁建,公交：204/540轻轨：广佛江珠城际轻轨（规划中）、珠机城轨（建设中）金湾站高速：机场高速、珠三角环线高速/541/605/803路到金城路口公交站地铁：地铁1号线（规划中）、地铁3号线（规划中）金湾站,航空新城幼儿园、航空新城小学、金湾一小、红旗中学、航空新城中学（建设中）、珠海实验中学、广东实验中学珠海金湾学校、遵义医科大学,地处航空城B片区，距航空城中心湖约2.5公里，离珠海大道约900米,正光广场、益百家商业中心、红旗中心广场、金湾华发商都（建设中，2020年投入使用，建成将为珠海最大商业中心） ,金湾情侣路、滨河湿地公园，金湾高尔夫金湖湿地公园、金山海绵公园、白藤山生态公园、中心河湿地公园,3.0元/㎡,中海物业
2134,12,/first/2134/,https://img.0756fang.com/Upload/Dictionary/2021-04/sDBC5B781898B461BB5A1693DE8C1D3AB.jpg/w600,卓越旭辉江屿海,在售,住宅,金湾区金河东路北侧 ,24000,卓越旭辉,海陆空全维度贯穿，城市对外交通起点，粤港澳都会圈中枢快速接驳三轨（广珠城轨珠机支线、广佛江珠城轨、广珠铁路）、五路（西部沿海高速、江珠高速、机场高速、机场北路、机场东路）、五桥（港珠澳大桥、珠海大桥、香海大桥、洪鹤大桥、金海大桥）、五机场（珠海机场，澳门国际机场、香港国际机场、深圳国际机场、广州国际机场），广东重要港口高栏港，城市东西快速公交（BRT），形成海陆空立体交通网络。,航空新城小学，航空新城中学，金湾一中、广东科学技术职业学院、珠海城市职业技术学院、珠海市实验中学、拟建及规划中增加2所中学，4所小学，7所幼儿园,航空城小学、金湾一中、实验中学、吉林大学珠海学院、遵义医学院、省高职院、市城职院，精英教育同步国际；三甲医院广东省人民医院珠海医院（金湾中心医院），顶尖医疗为生活护航；国际商务中心、市民艺术中心、产业服务中心、公共文化中心、珠海奥体中心、青少年妇幼儿童娱乐中心、金湾航空新城规划展览馆、金湾区美术馆等文化设施。,金湾航空新城占地3.8平方公里，将建成汇聚国际商务中心、市民文化中心、产业服务中心“三大中心”，滨水景观带，滨湖景观长廊，满足行政、商业、酒店、办公、休闲、会展、创新等各种功能的高端核心区域。,10万㎡大型公园、中心河沿岸绿化景观、金湖公园、湿地公园，营造鲜氧无比的生态休闲公共空间；,3.0元/㎡,卓越旭辉
28,12,/first/28/,https://img.0756fang.com/Upload/Dictionary/2020-07/s8CF0BA6D5CC04E479B9EF5EBD743E217.jpg/w600,东方润园,在售,住宅,金湾区红旗镇虹晖一路,17500,珠海市信和房地产开发有限公司,交通配套：503，504，202、813、815、204、605、803、206等；,金湾一小，红旗中学，实验中学,周边配套1.银行：农业银行、工商银行、建设银行、华润银行、农村商业银行；2.商业配套：① 益百家商业中心，步行100米；② 003商业广场，紧邻项目；③ 金宝丽购物城；④ 旭泰商业城；⑤ 永泰商业街；⑥ 华发10万㎡西部商业；3.休闲配套：① 红旗中心广场；② 金湾文化广场；③ 金山公园；4.教育机构：幼儿园，金湾区一小学区房（省一级）、珠海实验中学；,① 益百家商业中心；② 003商业广场，紧邻项目；③ 正光广场；④ 旭泰商业城；⑤ 永泰商业街；⑥ 金湾华发商都,红旗中心广场；② 金湾文化广场；③ 金山公园；白藤山公园,2.8元/㎡,万科物业
2173,12,/first/2173/,https://img.0756fang.com/Upload/Fang/2022-12/s3D44497101CE4EA5B75908AAE4464744.jpg/w600,中珠领域花苑,在售,住宅,金湾区顺达路318号,14500,珠海日大实业有限公司,,虹晖小学、虹晖幼儿园、金湾一小、红旗中学,,正光广场、益百家、华发商都,红旗文体中心、正光广场、曼哈顿酒店、益百家、华发商都,3.0元/㎡,中珠物业
2045,12,/first/2045/,https://img.0756fang.com/Upload/Dictionary/2020-09/s5536764DACED49459B56C1A877A5C6BB.jpg/w600,金湾宝龙城,在售,住宅,金湾区平湖路168号,18890,宝龙地产,公交：204/540/541/605/803路到金城路口公交站地铁：地铁1号线（规划中）、地铁3号线（规划中）金湾站轻轨：广佛江珠城际轻轨（规划中）、珠机城轨（建设中）金湾站高速：机场高速、珠三角环线高速,航空新城幼儿园、航空新城小学、金湾一小、红旗中学、航空新城中学（建设中）、珠海实验中学、广东实验中学珠海金湾学校、遵义医科大学,地处航空城B片区，距航空城中心湖约2.5公里，离珠海大道约1000米,正光广场、益百家商业中心、红旗中心广场、金湾华发商都（建设中，2020年投入使用，建成将为珠海最大商业中心） 小区自带10万平商业综合体,金湾情侣路、金湾高尔夫金湖湿地公园、金山海绵公园、白藤山生态公园、中心河湿地公园,3.0元/㎡,宝龙物业
2090,12,/first/2090/,https://img.0756fang.com/Upload/Dictionary/2020-10/s60684269CBDA48ACABCEA2268DEA9032.png/w600,龙光海玥湾,在售,住宅,金湾区金河东路169,30000,龙光-鹏瑞,海陆空全维度贯穿，城市对外交通起点，粤港澳都会圈中枢快速接驳三轨（广珠城轨珠机支线、广佛江珠城轨、广珠铁路）、五路（西部沿海高速、江珠高速、机场高速、机场北路、机场东路）、五桥（港珠澳大桥、珠海大桥、香海大桥、洪鹤大桥、金海大桥）、五机场（珠海机场，澳门国际机场、香港国际机场、深圳国际机场、广州国际机场），广东重要港口高栏港，城市东西快速公交（BRT），形成海陆空立体交通网络。,金湾一中、广东科学技术职业学院、珠海城市职业技术学院、珠海市实验中学、拟建及规划中增加2所中学，4所小学，7所幼儿园,航空城小学、金湾一中、实验中学、吉林大学珠海学院、遵义医学院、省高职院、市城职院，精英教育同步国际；三甲医院广东省人民医院珠海医院（金湾中心医院），顶尖医疗为生活护航；国际商务中心、市民艺术中心、产业服务中心、公共文化中心、珠海奥体中心、青少年妇幼儿童娱乐中心、金湾航空新城规划展览馆、金湾区美术馆等文化设施,金湾航空新城占地3.8平方公里，将建成汇聚国际商务中心、市民文化中心、产业服务中心“三大中心”，滨水景观带，滨湖景观长廊，满足行政、商业、酒店、办公、休闲、会展、创新等各种功能的高端核心区域。,10万㎡大型公园、中心河沿岸绿化景观、金湖公园、湿地公园，营造鲜氧无比的生态休闲公共空间；,3.0元/㎡,龙光物业
2153,12,/first/2153/,https://img.0756fang.com/Upload/Dictionary/2021-06/s6A4E0B39B4AF40C58B574589A74E2E0B.png/w600,天沐公园里,在售,住宅,金湾区金海岸大道28,18500,珠海市富祥置业,项目临近机场东路，珠海机场，金海大桥、洪鹤大桥双桥头堡位置，珠机城轨三灶东站上盖。,三灶第二幼儿园、海华小学、金海岸中学、省重点学校广东省实验中学、遵义医学院、吉林大学珠海学院,276 公顷金湖湿地公园、2400 亩金湾高尔夫球场、16KM 金湾情侣路、观音山郊野公园,国际商务中心，金湾华发商都、滨海商务区、金海岸市场、华润万家,金海岸文化艺术中心、市民艺术中心、公共文化中心、珠海奥体中心,3.0元/㎡,天沐
1290,12,/first/1290/,https://img.0756fang.com/Upload/Dictionary/2019-05/5d3fbc40-5bc0-48bc-ac9a-e7c73de939bb.jpg/w600,忠信海畔湾居,在售,住宅,金湾区三灶镇金岛路1,14000,珠海市斗门忠信房产开发有限公司,忠信海畔湾居交通便捷，家门前斜尾巴士站有：K9、201快线、504 、801路等多条巴士线路通达全城， 周边交通路网非常便利，途径已修建完全的高速机场大道、珠海大道以及情侣路，可在30分钟之内到达香洲总站、九州港、拱北口岸；15分钟之内抵达珠海三灶机场，并且完全形成“珠港澳30分钟生活圈，,周边名校环绕，毗邻省一级海华幼儿园、海华小学、金海岸中学、遵义医学院、吉林大学珠海学院，十二年一站式教育。,忠信海畔湾居位于金湾区金海岸商贸区中心，居未来最具发展潜力的金湾航空产业园区区域航城区域，占据金海大桥（横琴-三灶）落脚点桥头堡位置，紧邻国家自贸区横琴，承接横琴世界级千亿资产的首站。可谓是雄踞金湾区内绝佳地段。,金海岸综合购物广场、嘉珠时代商业广场,金海岸艺术文化中心,2.8元/㎡,忠诚物业
2256,12,/first/2256/,https://img.0756fang.com/Upload/Dictionary/2023-01/s9306848C39FA4051BCF01DE601C00A5A.png/w600,海伦堡玖悦珑湾,在售,住宅,金湾区农垦路688号,16500,海伦堡,公交：204/540/541/605/803路到金城路口公交站 地铁：地铁1号线（规划中）、地铁3号线（规划中）金湾站 轻轨：广佛江珠城际轻轨（规划中）、珠机城轨（建设中）金湾站 高速：机场高速、珠三角环线高速,航空新城幼儿园、双湖小学（建设中），航空新城小学、金湾一小、融创配建中学（建设中），红旗中学、航空新城中学、珠海实验中学、广东实验中学珠海金湾学校、遵义医科大学,地处航空城B片区，门口即滨河公园，距航空城中心湖约2.5公里，离珠海大道约500米，,正光广场、益百家商业中心、红旗中心广场、金湾华发商都，宝龙城（建设中），红星美凯龙（建设中）,滨河湿地公园，金湾情侣路、金湾高尔夫金湖湿地公园、金山海绵公园、白藤山生态公园、中心河湿地公园,3.0元/㎡,海伦堡
1229,12,/first/1229/,https://img.0756fang.com/Upload/Dictionary/2018-10/97110281-2fe2-483e-9b56-5338312af3f6.png/w600,湖城大境,在售,商办,金湾区乐仪路44号、,8888,珠海市卓轩房地产有限公司,海陆空全维度贯穿，城市对外交通起点，粤港澳都会圈中枢快速接驳三轨（广珠城轨珠机支线、广佛江珠城轨、广珠铁路）、五路（西部沿海高速、江珠高速、机场高速、机场北路、机场东路）、五桥（港珠澳大桥、珠海大桥、香海大桥、洪鹤大桥、金海大桥）、五机场（珠海机场，澳门国际机场、香港国际机场、深圳国际机场、广州国际机场），广东重要港口高栏港，城市东西快速公交（BRT），形成海陆空立体交通网络。,金湾一中、广东科学技术职业学院、珠海城市职业技术学院、珠海市实验中学、拟建及规划中增加2所中学，4所小学，7所幼儿园,环拥航空城小学、金湾一中、实验中学、吉林大学珠海学院、遵义医学院、省高职院、市城职院，精英教育同步国际；三甲医院广东省人民医院珠海医院（金湾中心医院），顶尖医疗为生活护航；国际商务中心、市民艺术中心、产业服务中心、公共文化中心、珠海奥体中心、青少年妇幼儿童娱乐中心、近享金湾航空新城规划展览馆、金湾区美术馆等文化设施。,金湾航空新城占地3.8平方公里，将建成汇聚国际商务中心、市民文化中心、产业服务中心“三大中心”，滨水景观带，滨湖景观长廊，满足行政、商业、酒店、办公、休闲、会展、创新等各种功能的高端核心区域。,10万㎡大型公园、中心河沿岸绿化景观、金湖公园、湿地公园，营造鲜氧无比的生态休闲公共空间；,3.0元/㎡,龙湖物业服务集团有限公司
2044,12,/first/2044/,https://img.0756fang.com/Upload/Dictionary/2021-07/sDDE1D28EB9874F79B2F6C9633608A741.png/w600,万科海上城市,在售,住宅,金湾区三灶镇丹凤二路,22000,珠海市万彩缤纷房地产有限公司,金湾机场，洪鹤大桥，金海大桥，公交路线：201，504，207，Z102等,广东省实验中学金湾学校、金海岸海华小学，珠海市金海岸中学，吉林大学珠海学院等；,三面环海，双公园+三邻里+双商业+优医疗+9年一贯式教育，一站式生活配套,金湾华发商都（建设中）、金海岸购物中心等,航空新城六大中心，27洞金湾高尔夫、13万m2金湾湿地公园,2.9元/㎡,万科物业
