property_company,developer,property_fee,house_type,surr_envi,surr_school,surr_trafic,surr_business,surr_entertain,id
,,0.0 元/平米*月,住宅,,,,,,4193
,,0.0 元/平米*月,商铺,,,,,,908
,,0.0 元/平米*月,住宅,,,,,,905
,,0.0 元/平米*月,住宅,,,,,,856
,,0.0 元/平米*月,住宅,,,,,,857
,,0.0 元/平米*月,住宅,,,,,,858
,,0.0 元/平米*月,商铺,,,,,,859
,,0.0 元/平米*月,住宅,,,,,,860
,,0.0 元/平米*月,住宅,,,,,,874
,,0.0 元/平米*月,商铺,,,,,,871
,,0.0 元/平米*月,住宅,,,,,,833
,,0.0 元/平米*月,厂房,,,,,,820
,,0.0 元/平米*月,住宅,,,,,,821
,,0.8 元/平米*月,住宅,,,,,,790
,,0.6 元/平米*月,住宅,前山市场、得一超市；,前山中学、前山小学,1路、55路、56路、60路、201路、992路；,前山百货、前山市场、东方威尼斯；,前山电影院、咖啡厅、北京酒店，活力酒店,793
,,0.0 元/平米*月,商铺,,,,,,757
,金泰和贸易,6.0 元/平米*月,住宅,大型华润万家商场、二城广场,暨南大学、暨南大学珠海学院、前山小学、前山中学；,40路、42路、55路、56路、60路，15路、45路、5路；,华润万家、二城广场、沃尔玛、汇益百货、前山百货；,前山电影院、咖啡厅、北京酒店、上岛咖啡，老村咖啡，北京酒店，活力酒店,760
,,0.0 元/平米*月,写字楼,,,,,,773
,,0.0 元/平米*月,住宅,,,56路，8路,,,767
,,0.0 元/平米*月,住宅,,,,,,768
,,0.0 元/平米*月,住宅,,,,,,6710
珠海诚丰物业,珠海新伟大房地产开发有限公司,3.8 元/平米*月,写字楼,项目地处金鸡路与造贝路交汇处，500米与中山坦洲相连，尽享双城繁华。项目周边乐士文化区、左右创意园、金嘉创意谷等，形成珠海创意产能聚集地。前山城市更新和三旧改造核心片区，项目旁边的宏丰大厦、醋酸纤维厂、造贝村、莲塘村等均属于城市更新、三旧改造范围内，不久即将陆续动工。加上众多高尚住区的相继兴起，明珠路的升级改造，未来项目所处区域将成为珠海的高尚居住区、商业娱乐聚集地，势必成为明珠路商圈的新核芯。,二十三小学，十一中学，前山小学，前山中学，荣泰小学等,15路（南屏科技园-香洲）、204路（平沙-海虹总站）、41路（造贝西-福溪北）、42路（格力康乐园-锦绣阳光花园）、45路（上冲总站-华发水岸）、5路（海虹总站-湾仔）、602A路（香洲-富山工业园）、602路（香洲-五山沙龙）、60路（湾仔-吉大总站）、K11（长隆-香洲）、K4（御温泉-香洲）,诚丰广场、明珠商业广场、二城广场、华发商都、乐士文化区等,诚丰国际影城、梵花KTV、中影国际影城等,6748
,,0.0 元/平米*月,写字楼,,,1路、5路、8路、36路、40号、42路、991路、999路、12路、16路、22路、23路,前山万家超市、前山沃尔玛,,6894
,,0.0 元/平米*月,写字楼,,,,,,42875
华发物业,珠海太方投资有限公司,3.0 元/平米*月,住宅,前山菜市场 肯德基，M记，华润万家,前山小学、区实验小学、翠微小学、第二十ー小学前山中学、第十中学,1路、60路、56路、55路,得一，华润，汇益百货，二城商业广场，沃尔玛,上岛咖啡，老村咖啡，北京酒店，活力酒店,42908
,,0.0 元/平米*月,住宅,,,,,,42925
,,0.0 元/平米*月,写字楼,,,,,,43010
,,0.0 元/平米*月,厂房,,,,,,43039
龙湖智慧云服务,珠海市旧货调剂市场有限公司,8.0 元/平米*月,写字楼,融德广场周边3公里周边人口109.19万人，占比市区54%，前山商圈紧九州商贸中心与邻富华里、玖州道、中安广场等九州大道周边项目形成商业集群，形成商圈聚集效应辐射全市超200万人，吸纳澳门及通关游客绝对消费力。,前山小学、区实验小学、翠微小学、第二十ー小学前山中学、第十中学,距城轨前山站仅2公里，开车需要5分钟；距城轨明珠站仅3公里，开车需要5分钟。距离路翠前路南公交车站只有100米，步行不到1分钟，该车站可坐1路、15路、42路、56路公交车。,得一，华润，汇益百货，二城商业广场，沃尔玛,上岛咖啡，老村咖啡，北京酒店，活力酒店,43163
,,,,,,,,,43164
珠海都市物业管理有限公司,珠海市鼎睿投资顾问有限公司,2.9 元/平米*月,住宅,西临主城重点集市——前山市场，前山市场是前山片区最大的农贸市场，集海鲜、禽蛋、鲜蔬以及日常用品等一体，满足周边50多个社区居民的日常生活所需。,香洲幼儿园、前山幼儿园、前山小学、荣华小学、前山中学、暨南大学；,三桥汇聚点，畅连港珠澳：珠海位于深珠通道（规划中）、深中通道延长线（在建中）、港珠澳大桥（已通车），1小时直通香港，即将实现30min内直通深圳，未来一小时内融通粤港澳大湾区；咫尺前山站，近接立交桥：5min接驳前山轻轨站与前山立交，前山轻轨站上连广佛山、下通横琴、金湾机场；前山立交，左通金湾斗门、左通吉大、唐家，半小时任性直达珠海各个角落；主干枢纽，繁华轻松畅享：位于前山核心地段，前山路,近拥前山市场、前山沃尔玛、新香洲华润万家、前山天虹、富华里，玖洲道购物公园等市区繁华配套；,板障山森林公园、圆明新园、梦幻水城、前山游泳场、体育中心、前山河畔公园；【医疗护航】：香洲区人民医院；,43175
华发物业,珠海市伟晋房地产开发有限公司,3.0 元/平米*月,住宅,邻近诚丰广场及天虹商场，老城区各项设施完备,前山中学、23小学、启雅幼儿园等,明珠南路侧，前山西门站、明珠商业广场站。公交：8、16、18、30、31、931、B8,,明珠商业广场等，汉庭酒店、圆明新园，前山滨河公园,43218
奥园智慧生活服务,山东颐养健康置业集团有限公司,3.0 元/平米*月,住宅,上冲医院、香洲区人民医院、珠海市人民医院、妇幼保健院、中山大学附属第五医院等,香府一品择此一方宝地，延续学风，打造1所小学、2所幼儿园，构建全龄教育大城。翠微小学，第十中学，华昌小学，嘉园幼儿园，福来幼儿园，健华医院、上冲医院、珠海嘉济医院、兰埔门诊部、香洲区人民医院 前山电影院、前山游泳场、中山亭、新华书店等,明珠路、人民西路、翠微西路等城市主干道环绕，15分钟经广澳高速、广珠西线、金琴快线畅行大湾区各市，毗邻广珠轻轨明珠站，链接广州南站通达全国,沃尔玛、山姆会员店、诚丰广场、世邦家居世界、富华里、玖洲道、华发商都、优特汇、海韵城等，全部15分钟畅达,珠海市体育中心，梅华城市公园、板障山森林公园、圆明新园、梦幻水城、香山湖公园、上冲/翠景社区公园、海天公园等,43262
,,0.0 元/平米*月,住宅,,,,,,43335
,,0.0 元/平米*月,商铺,,,,,,43389
,,0.0 元/平米*月,写字楼,,,,,,43452
,,0.0 元/平米*月,写字楼,,,,,,43502
,,0.0 元/平米*月,写字楼,,,,,,43580
,,0.7 元/平米*月,住宅,,,,,,2904
,,0.0 元/平米*月,住宅,,,,,,3454
,,0.0 元/平米*月,住宅,,,,,,3477
自主,环保局家属楼,0.0 元/平米*月,住宅,招商花园城二期 沃尔玛,实验小学 第十中学,招商花园城巴士站  公交 1路,沃尔玛,,3481
,,5.0 元/平米*月,写字楼,丰田汽车销售有限公司，江铃汽车有限公司,,17路；31路；43路；684路；687路；688路；931路；999路；,梅溪商业广场，奥园广场，山姆会员店,居然之家，名雅家私城,4385
,,0.0 元/平米*月,住宅,,,,,,4648
优托邦,卡都海俊,35.0 元/平米*月,商铺,学校、医院、银行、商业街、写字楼,前山小学、中学,公交车：60，40路，8路，56路等，轻轨站，有轨电车等,周边有明珠商业广场，二城广场，星海商场等，周边商业繁荣，人口居住稳定，区域常住人口30万。,珠海旅游景点圆明新园，板樟山都在周边。周边银行，医院，酒店，市场，商场等配套齐全,4658
,,0.0 元/平米*月,写字楼,,,,,,4660
,,0.0 元/平米*月,住宅,,,,,,4721
,,0.0 元/平米*月,住宅,,,,,,4815
,,0.0 元/平米*月,住宅,银行：中国银行、工商银行、建设银行、交通银行、商业银行、邮政储蓄其他：北京酒店,幼儿园：荣泰中英文幼儿园、金路幼儿园中小学：前山小学、前山中学、荣泰小学、雅景小学大学：暨南大学,40路、36路、8路、16路、55路、18路到明珠商业广场站下5、15、30、60、204路至二城广场”站下60路公车至前山邮局站巴士站下,商场：明珠商业广场、新美百货、华润万家、惠发百货、得一超市、前山市场、星海百货、汇益百货、前山百货,银行：中国银行、工商银行、建设银行、交通银行、商业银行、邮政储蓄其他：北京酒店,2024
,,0.0 元/平米*月,住宅,农业银行，嘉园，幸福里，全部是以前的三旧厂房改造，现在变成写字楼与餐厅。,,1路、5路、8路、36路、40号、42路、991路、999路、12路、16路、,前山万家超市、前山沃尔玛,前山万家超市，前山活尔玛,5962
,,0.0 元/平米*月,写字楼,,,,,,6023
,,0.0 元/平米*月,厂房,,,,,,6036
,厂房改造,0.0 元/平米*月,写字楼,,,,,,6079
,,0.0 元/平米*月,商铺,,,,,,6095
珠海市朗顺物业管理有限公司,珠海市壬丰投资有限公司,3.5 元/平米*月,住宅,马鞍山公园（马鞍山公园是前山少有的自然山体公园，规划为珠海香洲区绿道之一,珠海市第十中学、香洲区实验学校、前山中学、前山小学,可乘坐8、15、20、35、46、56、68、992路至招商花园城,前山市场、翠微市场、莲塘市场，沃尔玛、华润万家、诚丰广场、明珠商业广场、山姆会员店、旺角百货、前山世邦广场、得一超市,金嘉创意谷、乐士文化区、左右创意园等、光猪圈健身房、,6155
,,0.0 元/平米*月,厂房,,,,,,6196
诺德物业,卡都海俊,3.0 元/平米*月,住宅,周边高端商圈、休闲配套、教育资源环伺左右，一应俱全,前山小学、前山中学、暨南大学、,前山轻轨站、1路、60路、40路、30路、55路、36路、201路、992、8路、18路、16路、991、99、42、5路,二城广场、诚丰广场、华发新城商业街、中海富华里、,乐士文化公园、圆明新园、梦幻水城、前山河情侣西路、板障山公园、马鞍山公园,6205
,,0.0 元/平米*月,酒店公寓,,,,,,6238
二城物业,珠海二城房地产开发有限公司,0.5 元/平米*月,住宅,1 人民西路旁 东边妇幼保健院 南边柠溪市场文化广场  西边新香洲万家方向 北边文园中学,2 世家幼儿园、机关幼儿园、香洲区第十一小学、第五中学,4 9路23路43路快线609路到保健院站， 1路、5路、6路、15路、204路、602路等到新村站,5 来来超级市场 华润万家 得一百货 华丽市场 柠溪市场,"3 文化广场、吉大水库、板障山公园、体育中心 名仕KTV,凯哥KTV ,火星湖电影院，上岛咖啡",671
珠海市葆力物业管理有限公司,珠海燊荣房产开发有限公司,1.2 元/平米*月,住宅,配套完善，有柠溪市场，文化广场等,五中，十一小，世家幼儿园等,香柠花园巴士站,得一超市、柠溪市场,文化广场，会所泳池等,706
葆力物业,珠海市东方信和投资发展有限公司,1.2 元/平米*月,住宅,妇幼保健院,五中、十一小,香柠花园、新村、保健院西门公交站,华润万家、柠溪市场、瀚高市场,文化广场、华发健身广场,682
珠海葆力物业,珠海葆力物业管理有限公司,1.1 元/平米*月,住宅,有泳池 配套设施完善,八中十小学区,10、11、12、14、20、22、32、33、55、56、201、609路等，到柠溪站，或隧道北站；,"得一超市柠溪店南门,　雄鹰购物商场,　7－Eleven,　华润万家便利超市,　新七星百货(柠溪店)",泳池 老年活动中心,700
珠海市明城物业管理有限公司,龙跨地产,1.0 元/平米*月,住宅,学校，银行，市场，医院配套齐全,五中，六小,1路、5路、6路、8路、15路、43路、204路、602路、68路；到新村巴士站,华丽市场，瀚高市场，来来超市,怡村KTV，华发健身广场,400
珠海市华发物业管理公司,珠海华发实业股份有限公司,3.0 元/平米*月,住宅,中央湖泊，私人会所、山体公园，前临板嶂山，三面山环绕，紧临迎宾路，直通澳门，医疗配套：临近珠海市第一人民医院、珠海市妇幼保健院、珠海博雅医院、广东省中医院珠海医院、珠海市第二人民医院（扩建中）、香洲区人民医院,教育配套：暨南大学珠海校区、珠海市第八中学、珠海市第十小学、珠海女子学校、珠海一中、社区内有山庄容闳幼稚园,10a路; 10f; 10路; 11路; 12路; 14路; 20路; 32路; 55路; 56路; 201路; 609路; k1路; k6路; k9路：22路，33路，56路在“石竹苑”站或“柠溪站”下车即到,商业配套：富华里商业街、铭泰城市广场&#183;焕Mall、优特汇、拱北口岸、摩尔广场、华发商都，华润万家、得一超市、万业百货、珠海博爱妇产医院、珠海六和医院、柠溪卫生服务站,香洲区柠溪文化广场、中影电影院，文体配套：珠海中心书城（建设中）、珠海市体育中心、珠海文化宫（建设中）、珠海方志馆（建设中）、梅华城市花园、珠海市图书馆,1571
珠海市住宅物业管理有限公,珠海市房产物业管理有限公司,0.5 元/平米*月,住宅,治安好，管理好,五中、六小,香柠花园巴士站,柠溪市场、得一超市,文化广场、小区配套儿童活动场所和篮球场,692
珠海市住宅物业管理有限公司,暂无,0.5 元/平米*月,住宅,环境好，有绿化，治安良好,五中、六小,柠溪市场、香柠花园,得一超市、柠溪市场,文化广场,734
珠海市住宅物业管理有限公,市房产公司,0.5 元/平米*月,住宅,治安良好,五中、六小,青竹花园巴士站、吉柠北巴士站,得一超市、柠溪市场,文化广场、小区中庭休闲广场,719
珠海市葆力物业管理有限公司,珠海燊荣房产开发有限公司,1.5 元/平米*月,住宅,配套完善，学校，市场，银行应有尽有,五中、六小,10、12、14、32、55、201、609路到香柠花园巴士站,柠溪市场，得一超市，华润万家,文化广场，小区配套会所泳池,707
住宅物业,珠海市住宅物业管理有限公司,0.6 元/平米*月,住宅,柠溪中心位置，往拱北10分钟车程，周边配套万业百货，柠溪市场，柠溪文化广场，电影院，咖啡厅,第8中学，第10小学,10.10A.11.12.20.32.55.56.201.609.K7.K9路公交车经过柠溪巴士站,华润万家，得一超市。万业百货，柠溪市场等等,"名仕KTV,凯哥KTV ,火星湖电影院，上岛咖啡，柠溪文化广场",698
金路物业,市房产公司,0.5 元/平米*月,住宅,绿化不错,五中、六小、市机关幼儿园,南香里、保健院西门,华润万家,文化广场、华发健身广场,713
珠海葆力物业管理有限公司,珠海朗天房地产开发有限公司,1.1 元/平米*月,住宅,有市场，银行，邮局，巴士站，配套完善,八中、十一小,柠溪巴士站：10路、11路、12路、14路、20路、32路、55路、56路、201路,万业百货，锦绣柠溪市场,板樟山森林公园，名仕KTV等,1276
明城物业,卓财发展,0.5 元/平米*月,住宅,板障山脚下，空气好 配套完善,八中10小学区,201.35.20.55路到卓雅花园巴士站下车,荣一超市,K立方KTV、龙马城KTV。,749
业主委员会,市房产公司,0.4 元/平米*月,住宅,治安管理好,五中、六小,六小巴士站,得一超市、柠溪市场,文化广场,729
珠海市长升实业发展有限公司,珠海市长升实业发展有限公司,0.5 元/平米*月,住宅,配套完善，治安良好，小区有绿化,五中六小,香柠花园、六小公交站,得一超市，柠溪市场,文化广场,728
第二城市物业,第二城市开发公司,0.6 元/平米*月,住宅,1 迎宾北路旁 东边妇幼保健院柠溪市场 南边11小女子中学 西边新香洲万家方向 北边文园中学 泰锋电器,2 世家幼儿园、长环幼儿园、香洲区第十一小学、第八中学,4 22路 33路 56路.605路，到长环新村站 1路、5路、6路、15路、204路、602路等到新村站,5 来来超级市场 华润万家 得一百货 华丽市场 柠溪市场,"3 文化广场、吉大水库、板障山公园、体育中心 名仕KTV,凯哥KTV ,火星湖电影院，上岛咖啡",674
城市物业,兴利房产,1.2 元/平米*月,住宅,治安、管理好,五中、六小,柠溪市场巴士站、香柠花园巴士站,柠溪市场、得一超市,文化广场,737
珠海恒隆物业管理有限公司,珠海经济特区恒隆房产开发有限公司,1.8 元/平米*月,住宅,地处珠海中心地段，周边配套医院，美食，酒店，电影院，市场，公交站，商场，学校，应有尽有,10小，广播电视大学启雅幼儿园，柠溪幼儿园，8中,公交路线10.10A.11.12.14.20.32.55.56.201.609.K1.K6.K9路等,万业百货，得一超市，柠溪市场，华润万家，等等,板障山公园，柠溪文化广场，火星湖电影院,746
时代物业,珠海燊荣房产开发有限公司,2.5 元/平米*月,住宅,学校，市场，银行等都齐全,八中，十一小，世家幼儿园等,10、12、14、32、55、201、609路到香柠花园巴士站或22，33等到公交新村巴士站,华丽市场，华润万家,文化广场,705
梅华物业,暂无,0.5 元/平米*月,住宅,有医院 有超市 世邦家具城,八中10小 暨南大学,20.201.55.35路到暨大北门巴士站,银行 世邦家具 超市,龙马城KTV,687
万达物业,珠海市卓财发展有限公司,1.2 元/平米*月,住宅,环境好 看山景,八中10小学区,201.55.32.35路到卓雅花园巴士站,荣一超市,K立方KTV.龙马城KTV,750
珠海市葆力物业管理有限公司,珠海燊荣房产开发有限公司,1.6 元/平米*月,住宅,治安良好，周边配套完善,八中，十一小,10、12、14、32、55、201、609到香柠花园巴士站,华丽市场，华润万家，柠溪市场，得一超市,文化广场,1075
珠光集团,珠光集团开发,0.7 元/平米*月,住宅,医院：妇幼保健院、中大五院门诊部、博爱女子医院；邮局：柠溪邮局；银行：中国银行、建设银行、农业银行、工商银行、珠海商业银行,幼儿园：柠溪幼儿园、豪晖幼儿园；中小学：第十一小学、第八中学；大学：广播电视大学；,22路、33路、56路，到石竹苑站；,民润超市、得一超市、百和超市等,板障山森林公园、香洲区文化广场、KFC、,685
珠海市恒和物业管理,珠海市信兴投资发展有限公司,1.5 元/平米*月,写字楼,医院：妇幼保健院邮局：柠溪邮局银行：深圳发展银行 交通银行 建设银行酒店：2000年酒店餐饮：毛家饭店,中小学：11小 八中,1路、8路、5路、15路、68路、204路、6路,商场：家乐福 苏宁电器 泰峰电器,渔人码头KTV,1331
诚丰物业管理有限公司,珠海市新伟大房产公司,1.0 元/平米*月,住宅,医院：中医诊所、正之安医疗、妇幼保健院；邮局：柠溪邮局；银行：建设银行、深圳发展银行、交通银行等；,幼儿园：蓝天小耶鲁美语幼儿园、南村豪苑幼儿园；中小学：香华实验学校、第六中学、文园中学、第一中学职业学校；,1路、5路、6路、8路、15路、43路、204路、602路、68路；到新村巴士站下车,商场：华润万家百货、旺角百货、家乐福商场、五洲世派街,其他：香洲科技馆、民润市场、香洲区教育局、香洲艺术中心,1821
珠海市葆力物业管理有限公司,鸿泰置业,1.5 元/平米*月,住宅,近市场，学校，银行，柠溪邮局等,八中 ，十一小,10、11、12、14、20、22、32、33、55、56、201、609路等，到柠溪站。,万业百货，柠溪市场，华丽市场，华润万家,近板樟山森林公园、名仕KTV等,694
珠海市润洁物业,珠海市第二城市开发公司,0.6 元/平米*月,住宅,香洲文化广场，火星湖电影院，肯得基，麦当劳，餐馆、棋牌室、 健身房、咖啡厅、洗衣店、美容美发、银行、小学、幼儿园、儿童游乐场、医院等,幼儿园：豪晖幼儿园，香洲区十一小学幼儿园中小学：珠海女子中学，香洲区第十一小学，第八中学,周边公交：10、11、12、14、20、22、32、33、55、56、201、609、k3、k6、k9路等，到香柠花园站，,柠溪市场，华润万家，香洲文化广场,香洲文化广场，火星湖电影院，肯得基，麦当劳，餐馆、棋牌室、 健身房、咖啡厅、洗衣店、美容美发、银行、小学、幼儿园、儿童游乐场、医院等,1690
昌盛物业,珠海市怡安苑房产开发有限公司,0.6 元/平米*月,住宅,"邮政储蓄银行柠溪支行,　珠海商业银行柠溪支行,　广发银行柠溪支行,　农行柠溪支行",八中10小学区,55.20.201.35路到武警支队巴士站,亿丰红木家具,K立方KTV休闲娱乐,739
珠海兴业绿色建筑科技有限公司经,暂无,0.5 元/平米*月,住宅,治安良好,五中、六小,南香里、保健院西门、银桦新村,得一超市、柠溪市场,文化广场,444
翔海物业管理公司,光南集团,0.6 元/平米*月,住宅,；商场：民润超市、百和超市等；医院：妇幼保健院、珠海博爱女子医院、中大五院门诊部；邮局：柠溪邮局；银行：中国银行、建设银行、工商银行、交通银行等；其他：柠溪市场、华丽市场、香洲文化广场、民润市场；,幼儿园：豪晖幼儿园、柠溪幼儿园；中小学：香洲区第十小学、香洲第十一小学、珠海市第五中学、香洲区第八中学；大学：广播电视大学,1路、5路、6路、8路、15路、43路、68路、204路，602路，到新村站。,荣一超级市场，华润超市,上岛咖啡，康鸿按摩中心，名仕KTV等,676
诚心物业,市房产公司,0.5 元/平米*月,住宅,靠山，空气很好，治安不错,五中、六小,警察学校,柠溪市场、得一超市,文化广场,731
市物业管理公司,市房产开发公司,0.6 元/平米*月,住宅,邮局：柠溪邮局；银行：工商银行、建设银行、珠海市商业银行等；其他：香洲文化广场、爱婴岛、柠溪市场、环怡酒店、肯德基、,幼儿园：启雅幼儿园；中小学：市第五中学、市第八中学、香洲六小、香洲十小、教育附小；大学：广播电视大学；,10、11、12、14、20、22、32、33、55、56、201、609路等，到柠溪站,商场：得一超市、华润超市；,香洲文化广场，火星湖电影院,684
珠海市住宅物业管理有限公司,珠海第二城市开发公司,0.9 元/平米*月,住宅,阅览室、餐馆、棋牌室、运动场 健身房、停车场、咖啡厅、洗衣店、美容美发、银行、小学、幼儿园、歌舞厅、儿童游乐场、医院等,幼儿园：豪晖幼儿园，香洲区十一小学幼儿园中小学：珠海女子中学，香洲区第十一小学，第八中学,乘坐22路; 33路; 56路至石竹苑站下车,幼儿园：豪晖幼儿园，香洲区十一小学幼儿园中小学：珠海女子中学，香洲区第十一小学，第八中学,阅览室、餐馆、棋牌室、运动场 健身房、停车场、咖啡厅、洗衣店、美容美发、银行、小学、幼儿园、歌舞厅、儿童游乐场、医院等,724
恒宇物业,珠海市恒宇发展有限公司,1.6 元/平米*月,住宅,地处珠海中心地段，周边配套医院，美食，酒店，电影院，市场，公交站，商场，学校，应有尽有,启雅幼儿园，柠溪幼儿园，8中10小，广播电视大学,公交路线10.10A.11.12.14.20.32.55.56.201.609.K1.K6.K9路等，,万业百货，得一超市，柠溪市场，华润万家，等等,板障山公园，柠溪文化广场，火星湖电影院,691
二城,珠海国际信托投证公司,0.5 元/平米*月,住宅,妇幼保健院,五中、六小、市机关幼儿园,新村、保健院西门、南香里,柠溪市场、华润万家,文化广场、华发健身广场,689
二城,路州房产,0.6 元/平米*月,住宅,环境不错,五中、六小,银桦新村、保健院西门公交站,华润万家,文化广场、华发健身广场,710
业主委员会,市房产公司,0.5 元/平米*月,住宅,治安良好,五中、十一小,香柠花园,柠溪市场、得一超市,文化广场,716
珠海市房产物业,珠海市房地产开发公司,0.6 元/平米*月,住宅,阅览室、餐馆、棋牌室、运动场 健身房、停车场、咖啡厅、洗衣店、美容美发、银行、小学、幼儿园、歌舞厅、儿童游乐场、医院等,五中 十一小,10、11、12、14、20、23、32、56、201、609、K6、K3、K9到柠溪巴士站下,民润超市、得一超市、柠溪市场等等,香洲区文化中心,714
珠海市住宅物业管理有限公,市房产公司,0.5 元/平米*月,住宅,治安良好,五中、六小,香柠花园站,柠溪市场、得一超市,文化广场、华发健身广场,720
柠溪花园管理处,珠海市住宅物业管理有限公司,0.6 元/平米*月,住宅,地处珠海中心地段，周边配套医院，美食，酒店，电影院，市场，公交站，商场，学校，应有尽有,10小，广播电视大学启雅幼儿园，柠溪幼儿园，8中,公交路线10.10A.11.12.14.20.32.55.56.201.609.K1.K6.K9路等，,万业百货，得一超市，柠溪市场，华润万家，等等,板障山公园，柠溪文化广场，火星湖电影院,715
二城物业,珠海二城开发商有限公司,0.5 元/平米*月,住宅,近山边，空气好,八中、十小,吉柠北巴士站,得一超市，万业百货，华润万家,近文化广场,721
二城,珠海经济特区怡德实业发展有限公司,1.2 元/平米*月,住宅,治安良好,五中、六小,妇幼西门,柠溪市场、瀚高市场、华润万家,文化广场,738
市物业管理公司,市房产开发公司,0.6 元/平米*月,住宅,医院：妇幼保健院、中大五院门诊部、博爱女子医院；邮局：柠溪邮局；银行：中国银行、建设银行、农业银行、工商银行、珠海商业银行等,幼儿园：柠溪幼儿园、豪晖幼儿园；中小学：第十一小学、第八中学；大学：广播电视大学；,22路、33路、56路，到石竹苑站,商场：民润超市、得一超市、百和超市,板障山森林公园、香洲区文化广场、KFC,690
宁信号物业,深圳宁信号,0.6 元/平米*月,住宅,餐馆、棋牌室、 健身房、咖啡厅、洗衣店、美容美发、银行、小学、幼儿园、儿童游乐场、医院等,五中，十一,周边公交：10、11、12、14、20、22、32、33、55、56、201、609、k3、k6、k9路等，香柠花园站，,得一超市，柠溪市场等等,香洲文化广场、餐馆、棋牌室、 健身房、咖啡厅、洗衣店、美容美发、银行、小学、幼儿园、儿童游乐场、医院等,1981
珠光物业,珠光房地产开发有限公司,1.1 元/平米*月,住宅,地处珠海中心地段，周边配套医院，美食，酒店，电影院，市场，公交站，商场，学校，应有尽有,10小，广播电视大学启雅幼儿园，柠溪幼儿园，8中,公交路线10.10A.11.12.14.20.32.55.56.201.609.K1.K6.K9路等,万业百货，得一超市，柠溪市场，华润万家，等等,板障山公园，柠溪文化广场，火星湖电影院,686
美球物业,珠海市美球物业公司,1.2 元/平米*月,住宅,地处柠溪中心位置，交通方便，去香洲 拱北10分钟车程，商场，医院，学校，市场。等等生活方便,第8中学。第10小学,10.10A.11.12.20.32.55.56.201.609.K9路等等公交路线经过柠溪巴士站,得一超市。万业百货，华润万家，柠溪市场，,名仕KTV，柠溪文化广场，火星湖电影院，上岛咖啡等等,696
粤龙阁管理处,市房产公司,0.8 元/平米*月,住宅,地处珠海中心地段，周边配套医院，美食，酒店，电影院，市场，公交站，商场，学校，应有尽有,10小，广播电视大学启雅幼儿园，柠溪幼儿园，8中,公交路线10.10A.11.12.14.20.32.55.56.201.609.K1.K6.K9路等，,万业百货，得一超市，柠溪市场，华润万家，等等,板障山公园，柠溪文化广场，火星湖电影院,747
二城物业,珠海二城房地产开发有限公司,0.6 元/平米*月,住宅,1 迎宾北路旁 东边妇幼保健院柠溪市场 南边11小女子中学  西边新香洲万家方向 北边文园中学 泰锋电器,2 世家幼儿园、长环幼儿园、香洲区第十一小学、第八中学,4.22路 33路 56路.605路，到长环新村站 1路、5路、6路、15路、204路、602路等到新村站,5 来来超级市场 华润万家 得一百货 华丽市场 柠溪市场,"3 文化广场、吉大水库、板障山公园、体育中心 名仕KTV,凯哥KTV ,火星湖电影院，上岛咖啡",2906
自主物业,市房产公司,1.0 元/平米*月,住宅,环境好 带别墅区，板障山脚下,八中10小学区,201.20.35.55路到武警支队巴士站,早八点超市。,K立方KTV,708
广粤物业管理有限公司,广粤物业管理有限公司,0.5 元/平米*月,住宅,配套齐全,五中十一小，幼儿园等,10路、12路、14路、20路、23路、32路、55路、56路、201路；到香宁花园站下；或，1路、5路、6路、8路、15路、43路、68路、204路；到新村站下,华丽市场，华润万家,文化广场，电影院,695
珠海葆力物业,珠海是住宅开发有限公司,0.8 元/平米*月,住宅,地处珠海中心地段，周边配套医院，美食，酒店，电影院，市场，公交站，商场，学校，应有尽有,10小，广播电视大学启雅幼儿园，柠溪幼儿园，8中,公交路线10.10A.11.12.14.20.32.55.56.201.609.K1.K6.K9路等,万业百货，得一超市，柠溪市场，华润万家，等等,板障山公园，柠溪文化广场，火星湖电影院,735
市物业管理公司,市房产开发公司,1.0 元/平米*月,住宅,医院：珠海六和口腔医院邮局：柠溪邮局银行：珠海华润银行柠溪支行，中国银行溪城支行，广发银行柠溪支行.建行,幼儿园：启雅幼儿园中小学：八中.五中，六小，11小,"10，10A，201,606，K9，k6,","华润银行，万业百货,大玉百货等","名仕KTV,板障山公园",683
卓财物业,卓财发展,0.5 元/平米*月,住宅,近巴士站 近市场。近学校,八中10小 启雅幼儿园,201.55.32.10.k1 20 11路柠溪巴士站,万业百货 华润万家 荣一超市,名仕KTV,752
二城,二城,0.5 元/平米*月,住宅,靠山，空气很好，治安不错。,五中、六小,吉柠北,柠溪市场、得一超市,文化广场,722
金山物业管理,金山物业管理,0.6 元/平米*月,住宅,周边环境好 近市场,八中10小学区,32.23.56.55.20.201.609.K6等 到柠溪巴士站,万业百货,名仕KTV。板障山,701
翠竹物业管理处,珠海第二城市开发公司,0.6 元/平米*月,住宅,"在人才中心旁,岭南 世家荣景 园南面医院：珠海市妇幼保健院；博爱妇科医院 邮局：柠溪邮政营业厅；银行：建设银行、工商银行、交通银行、农业银行、建设银行、珠海市商业银行等；其他：香洲区文化中心、柠溪市场、中国电信等",中小学：珠海第六小学、珠海市第十一小学、香华实验学校、珠海第五中学、珠海市桃园中学、珠海市第一中学职业学校；大学：珠海广播电视大学,"10、11、20、23、55、56、201、609、K6、K9，201,609等",华润万家超市、得一超市等,火星湖电影院，柠溪文化广场,681
