id,district,sub_url,photo,build_year,house_name,address,price,property_company,developer,property_fee,house_type,surr_envi,surr_school,surr_trafic,surr_business,surr_entertain
43321,9,/loupan/43321.html,https://img.0756fang.com/Upload/Dictionary/2021-09/sF79C5B291CB34ED2B19177D6065BF08A.jpg/260X170,2021,绿景玺悦湾,香洲区悦湾路66号(,37435,深圳市绿景物业,珠海市绿景东桥投资有限公司,4.5 元/平米*月,住宅,毗邻山、河、城景，多维度的立体交通网络，完善的顶级配套设施，拥有与生俱来的豪宅属性。,伟才国际幼儿园、容闳国际幼儿园、容闳学校、第十一中学、一中附属实验学校、容闳书院、德威国际高中,项目位于珠海城市中轴，15分钟内通达主城区，30分钟内连接城市东西（唐家和西区）；5分钟内抵达轻轨站，15分钟内抵达九州港码头、港珠澳口岸、拱北口岸等，20分钟通达横琴口岸、洪鹤大桥，真正实现一小时大湾区生活圈。公共交通配套：项目配建公交车首末站；周边公共交通路网发达，33条公交线路，通达珠海全市各区，附近公交车站：华发新城站、东桥站、茂丰路中站。周边重要交通线路：金琴快线、港珠澳大桥、珠,华发商都、中海环宇城（预计2021年9月底开业）、富华里、华发新天地、玖洲道、海印又一城,澳门回归纪念公园  望牛石公园  前山河  前山滨河公园 竹仙洞   黑白面将军山
663,9,/loupan/663.html,https://img.0756fang.com/Upload/Dictionary/2019-06/5d848dbd-823b-42f4-9ed8-b050dc7f153c.jpg/260X170,1999,农民新村,香洲区环屏路94号，,15957,南屏十二村,,0.5 元/平米*月,住宅,毗邻前山河畔，闹中取静,东方外语学校、南屏中学,82路/15路,鹏泰超市、,南屏商业街，华发商都、华厦酒店
656,9,/loupan/656.html,https://img.0756fang.com/Upload/fyEstate/1406191543465A484996897A89B2F934.jpg/260X170,1990,南屏十二村,          ,15710,街道办,街道办,0.0 元/平米*月,住宅,靠近河,东方外语学校,南屏科技新村 82 15 路,鹏泰购物广场,棋牌
639,9,/loupan/639.html,https://img.0756fang.com/Upload/Dictionary/2018-09/e5c531de-1d90-4bf0-bbc8-8ce58d22ef23.jpg/260X170,1999,广宏苑,香洲区南屏环屏路2号,17874,百利物业,,0.0 元/平米*月,住宅,南屏街口，共六个单元七层高，身处闹市居家之所,南桥小学、甄贤小学、南屏中学,605路、25路、80路、34路、204路、602路,南屏市场，华发商都、鹏泰超市,野猫KTV/华发商都/
43241,9,/loupan/43241.html,https://img.0756fang.com/Upload/Dictionary/2022-05/s1C56D64258034395B52BD17CC70AC2E1.jpg/260X170,2019,铁建梧桐苑,香洲区南屏镇洪河路2,21154,,,0.0 元/平米*月,住宅,,,,,
651,9,/loupan/651.html,/images/nopic_gr.gif,0,环屏路1巷86号,南屏惠发百货后面  ,6500,街道办,,0.0 元/平米*月,住宅,靠近河边,东方外语学校,15 82,鹏泰购物广场,棋牌室
6883,9,/loupan/6883.html,/images/nopic_gr.gif,0,南屏公安宿舍,"南屏濂泉路8号,南屏",19960,,,0.0 元/平米*月,住宅,综合商场：华发商都商业：销售中心改一层商铺，住宅底商,学校：容闳学校、容闳幼儿园、甄贤小学、南桥小学、南屏中学、珠海东方外语实验学校医院：香洲区第二人民医院（南屏医院）、广生卫生站、明德医院、南屏医院泰桦门诊部。,公交路线：公交201快线、201路、202路、204路、206路、207路、601路、602路、605路、608路、25路南屏街口站下。,"北山市场(南湾北路),华发商都C馆,华润万家,花街街&#183;南屏店,南屏加油站-便利店,南屏市场,弘桥商城,泰锋电器(南屏店),鹏泰购物广场(南屏店),阅&#183;潮","广东发展银行24小时自助银行(珠海大道辅路),交通银行24小时自助银行(珠海新城支行),交通银行ATM,中国农业银行ATM(珠海南湾支行),交通银行(珠海新城支行),交通银行24小时自助银行(百货购物广场东南),珠海南屏村镇银行ATM,交通银行24小时自助银行(华夏国际商务酒店西南),珠海南屏村镇银行,中国建设银行(珠海南屏支行)会所：鸿鑫足浴按摩SPA休闲会所,道康养国际生会所,贵妇人美"
640,9,/loupan/640.html,https://img.0756fang.com/Upload/Fang/2021-10/sBF9587938DDB43B2A0492C212609BC49.jpg/260X170,1997,广生新村,          ,11745,街道办,,0.0 元/平米*月,住宅,南屏水库,广生小学,（605 609 603 34 ）路公车,广生市场,广生KTV
42873,9,/loupan/42873.html,/images/nopic_gr.gif,1995,坪岚路商住,          ,16565,,,0.0 元/平米*月,住宅,,,,,
4359,9,/loupan/4359.html,https://img.0756fang.com/Upload/fyEstate/140514164545D69FEA83215D135EEE0B.jpg/260X170,2007,华发新城商业街,珠海大道1号    ,80000,华发物业,华发实业股份有限公司,5.0 元/平米*月,商铺,位于珠海大道旁，紧邻华发新城；地处南湾高端住宅区的核心位置，东行10分钟即到珠海城市繁华中心，西行30分钟可达珠海机场、拱北口岸；再加上即将落成的10万㎡华发商业购物城，繁华热闹的都市生活近在咫尺。,北山小学、华发容闳学校（小学、中学）、曾正理工学校（南屏中学） 、北山幼儿园、华发容闳幼儿园、海洋幼儿园,"15,25,34,201,202,204,206,605,608,609，k4,k5,k7,18,61路华发新城巴士站",北山市场、南屏市场、华发商业街、南屏商业街，华发商都，华润万家,樱利酒家、海仪美食园、Poker Cafe、九记食店、大天然酒楼、凯旋轩、华丰渔港，湾仔休闲公园、体育休闲公园、竹仙公园
661,9,/loupan/661.html,https://img.0756fang.com/Upload/fyEstate/140619160309BE94FC78848F0929A7EA.jpg/260X170,1997,南泰市场旁住宅,          ,4333,,南屏十二村,0.0 元/平米*月,住宅,南屏环屏路,南屏中学、东方外语学校,15路/82路,鹏泰超市   华发商都,南屏商业街、华厦酒店
4202,9,/loupan/4202.html,https://img.0756fang.com/Upload/fyEstate/1405141134486B725785553D778F914F.jpg/260X170,2000,洪湾商贸物流中心,          ,5588,街道办,,0.0 元/平米*月,厂房,南屏水库,广生小学,80,南屏鹏泰,南屏牌坊
2015,9,/loupan/2015.html,https://img.0756fang.com/Upload/fyEstate/1405141115304C69F20D74F99F606BAB.jpg/260X170,1997,南屏供销集团商住楼,          ,16144,街道办,,0.0 元/平米*月,住宅,竹仙洞,南屏中学,82路 14路到南屏站,鹏泰百货,南屏海鲜街
4495,9,/loupan/4495.html,https://img.0756fang.com/Upload/fyEstate/140619155159E05D9B5193E62BC15C27.jpg/260X170,2011,南丰汇景湾,南屏科技园南丰路33,14000,街道办,珠海经济特区十二村股份合作公司,1.5 元/平米*月,住宅,南屏中心医院、科技园社区门诊市场：成丰园农贸市场 商业街：攀云购物中心酒店：南湾国际大酒店其他：南屏海鲜一条街、泰丰电器城交通银行ATM(泰康街)（450米），交通银行ATM(泰康街)（450米），中国光大银行ATM（464米）,爱贝儿幼儿园（465米），雅景学校（552米），十二村幼儿园（941米），香洲区南屏镇中心幼儿园（951米），启培幼儿园（1515米），甄贤学校（1555米），香洲区广生小学（1620米）,"1、14、25、60、201、206路公交车公交：攀云购物公园[公交站]（86,15,82），兴业公司[公交站]（86,15,82），公交柏宁[公交站]（83,201,34,609,81,603,86,16,202,204,207,25,45,601,80等22条线路）",19便利店（9米），宜万家便利店（138米），小约翰连锁便利店（221米），明禄生活百货南屏店（277米），来往商店（324米），美宜佳(丰盛店)（329米），昌田百货（349米）,南屏影剧院(东大街)（1389米），南屏濂泉社区公园（1535米），南屏消防主题公园（1915米），中影国际影城(华发商都店)（2121米），北山文体公园（2173米），丰华社区公园（2335米）
43603,9,/loupan/43603.html,https://img.0756fang.com/Upload/Dictionary/2023-03/0AAAACFC58844F119FCF04AAE39BC56A.bmp/260X170,2023,华发四季云山,香洲区佛仔街66号 ,34000,华发物业,珠海华发华毓投资建设有限公司,3.0 元/平米*月,住宅,近华发商都，南屏海鲜街，华发新天地商圈,容闳私立学校，文园、一小教育配套项目 2 公里范围内聚集 9 所幼儿园、 8 所中小学。顶级私立教育：容闳国际幼稚园、容闳小学、容闳书院名牌教育；名门公立学区：文园中学教育集团南屏中学、香洲一小教育集团南屏校区（珠海市香洲区南屏实验小学）,紧邻两大城市交通动脉，配套 2 轨 7 桥 5 口岸，紧邻两大交通大动脉十字交叉口：东西向珠海大道是珠海城市内部最核心的交通动脉；南北向南湾大道，向南接驳珠三角环线高速，10 分钟抵横琴粤澳深合区，快速接驳港珠澳大桥，拱北、青茂、湾仔、横琴口岸，速通港澳。北接金琴快线，连接广深，30 分钟内接驳规划中的深珠通道,华发商都旁，约 150 万㎡商业综合体长廊珠海规模体量最大，形态最多，时尚消费品类最全，密度最高的商业集群之一。珠海城市级商业地标华发商都，华发新天地、来来星河 Coco-City、南湾假日广场、海印又一城等，形成超 150 万㎡的商业综合体长廊，全家人可以尽情逛足一整天。150 万㎡的商业体量相当于升级版的广州天河城商圈。,华发商都，竹仙洞公园，华发新天地，北山公园，前山河公园等
6634,9,/loupan/6634.html,https://img.0756fang.com/Upload/Dictionary/2019-03/41c91ece-1b69-4796-ac15-9e786529032e.jpg/260X170,2019,碧桂园华发香洲府,香洲区水岸二路189,25331,碧桂园物业,碧桂园华发联合开发,3.0 元/平米*月,住宅,位于珠海大桥东，西江江畔，紧邻成熟大型小区华发水岸，是不可多得的滨江豪宅。,南屏中学、广昌小学、同昌小学（在建）、同昌中学（在建）,201、202、204、207、45、601、601B、602、602A、603、605、609、B1、B2、B3,华发商都、华发水岸3.6万平米商业街、香洲府5500平米商业,华发商都、华发水岸3.6万平米商业街、滨江湿地公园（在建）
633,9,/loupan/633.html,https://img.0756fang.com/Upload/fyEstate/140514114729282522D1A51F5EC677DE.jpg/260X170,2007,安翠苑,          ,7000,街道办,,0.0 元/平米*月,住宅,南屏水库,广昌小学,605 609 603 201 202 34 207,广生百货,广生ktv
636,9,/loupan/636.html,https://img.0756fang.com/Upload/fyEstate/140619150028629C7857FE102B761316.jpg/260X170,2001,丰盛园,南屏12村     ,10000,街道办,街道办,0.0 元/平米*月,住宅,南屏科技新村旁，,东方外语学校、南屏中学,82路/15路,鹏泰超市,南屏商业街
6359,9,/loupan/6359.html,https://img.0756fang.com/Upload/Dictionary/2018-06/9f19a084-1524-414d-b136-d505b2d8b60c.jpg/260X170,2018,绿湖山庄,香洲区珠海大道106,30000,华发物业,珠海隆晟房地产开发有限公司,3.0 元/平米*月,住宅,南屏商业中心、华润万家、华发新天地商业中心、华发商都；南屏中学、珠海珠海容闳学校；容闳广场、南屏文化广场、北山广场、竹仙洞公园、世纪城酒吧街；香洲第二人民医院等,容闳学校、广昌小学、广生小学、南屏中学,23、16、201、202、204、207、25、34、45、601B、601、602A602、603、605、608、609、80、81、83、86、B1、B2、601C,华润万家、华发商都、南屏商业中心,容闳广场、南屏文化广场、北山广场、竹仙洞公园、世纪城酒吧街
658,9,/loupan/658.html,https://img.0756fang.com/Upload/fyEstate/140619160150DF5DC958FBA8CDBA4372.jpg/260X170,1994,南屏住宅,          ,31425,街道办,,0.0 元/平米*月,住宅,南屏坪岚路20号小区紧挨观音山空气清晰周围绿化率较高冬暖夏凉学校就在其前面上学方便快捷楼房坐落间距较大,幼儿园： 宝康幼儿园，南屏幼儿园，中小学：南屏中学、南桥小学、甑贤小学大学：暨南大学,5路、60路到南屏站下，或南屏街口站下车,鹏泰百货,
43067,9,/loupan/43067.html,https://img.0756fang.com/Upload/Dictionary/2021-01/s145EE391C5CB4868A9847C2848480C54.jpg/260X170,2020,山水名苑,香洲区白鸽尾路23号,23309,华发一级物业,珠海隆晟房地产开发有限公司,3.0 元/平米*月,住宅, 珠海市新妇幼保健院（南院区）(距离项目1.1km)。项目总投资约12.25亿元，新慢性病防治中心(距离项目1.1km)项目总投资约9.25亿元，香洲区第二人民医院等等,广昌小学、广生小学、同昌小学以及（南屏中学、广生中学、同昌中学，水岸容闳幼儿园等,临近珠海大道、洪湾大道；广澳高速、西部沿海、江珠高速；珠海大道主公交站：公交信禾物流，多路公交车站点,广生、广昌商业广场、华发商都、水岸商业街等同时目前整个区域规划了邻里中心6处、博物馆文化活动中心2处、教育设施20处，公园以及体育设施近10处,南屏商业中心、华润万家、华发新天地商业中心、华发商都；南屏中学、珠海珠海容闳学校；容闳广场、南屏文化广场、北山广场、竹仙洞公园、世纪城酒吧街等
43510,9,/loupan/43510.html,https://img.0756fang.com/Upload/Dictionary/2022-09/s72973A9940D44518826A2F5DB05FD285.jpg/260X170,2022,珠江秀谷广场,香洲区秀谷路66号 ,9800,北京缦合,珠海丰泽企业企划有限公司,3.9 元/平米*月,写字楼,最强城市配套奢享，未来城市生活样本；近享珠海市妇幼保健院南院区、珠海市第三人民医院、香洲区第二人民医院等丰富医疗资源；洪湾渔港主题公园、滨江情侣路、将军山森林公园等绿色生态。,南屏中学、甄贤小学、容国团小学、容闳学校等教育资源配套环绕；,一步通港澳一桥到横琴，中心最后拼图。珠海心脏地段，全球资本高效互联，高能级科创产业基地与成熟中心区环绕周边，是珠海留白最久的土地、市中心最后一片尚未开发的新兴商务区，以最高规格进行城市规划，承载政府的最高期望。东连老城区15分钟可到拱北口岸，往北15分钟能到高新区，西连鹤洲新区15分钟直达西部中心城，往南经洪湾大道（建设中）直达横琴一体化区，经横琴二桥直通横琴；15分钟直达港珠澳大桥口岸,5-10分钟车程最强城市生活圈，举步即达南屏华发商都、金湾华发商都等商圈、华发水岸新天地,洪湾渔港主题公园、滨江情侣路、将军山森林公园等绿色生态。
6701,9,/loupan/6701.html,https://img.0756fang.com/Upload/Dictionary/2019-04/1cea6e42-9770-41cd-a0d2-f7d723a22959.jpg/260X170,2019,乐而居花园,香洲区珠海大道106,27000,瀚高物业,珠海乐而居房地产开发有限公司,3.0 元/平米*月,住宅,紧邻珠海大道，地处珠海主城区，享受主城区成熟配套。交通便利,小区学区有南屏中心幼儿园。广生小学，南屏中学,距离小区附近南屏中学巴士站。地处珠海中心城区，紧邻珠海大道，到珠海市区。到港珠澳人工岛。到珠海西区。交通四通八达,大型商场华发商都，南屏商业街。北山文艺风情街,小区自带半个篮球场.儿童游乐场以及成人休闲体育设施。距离项目附近就有一个高端商业综合体华发商都。南屏商业步行街；北山文艺风情街
4672,9,/loupan/4672.html,https://img.0756fang.com/Upload/Dictionary/2018-09/2a1f6903-9467-4c5d-a1ee-401136dc1db1.jpg/260X170,2009,华发新天地,华发世纪城商业街  ,29851,华发物业,华发实业股份有限公司,0.0 元/平米*月,商铺,华发新天地城市景观主轴的生活所在，绚丽多彩的澳门夜景、绵延葱郁的将军山景、宁静的前山河景和美轮美奂的水系社区园林景观等全部纳入视线之中，或动或静、或清幽或繁华。,,"公交站点华发世纪城巴士站，途径公交线路有82，K8，k10,，62等。华发&#183;世纪城位于昌盛桥头，与澳门、拱北隔水相望，所处地块曾被公认为当年的“珠海地王”，位居拱北口岸旁卓越地段，港珠澳大桥桥头堡，距广珠轻轨总站仅约3分钟车程，区域各方面优势明显。",,华发.新天地特色风情商业街融汇多国商业主题，从迪士尼梦想乐园到派拉蒙电影梦、从DARLING HORBOUR河岸酒吧街到六本木日式美食天地，云集众多国内外知名时尚品牌，融汇吃、喝、玩、乐、购于一体。
43000,9,/loupan/43000.html,https://img.0756fang.com/Upload/Dictionary/2021-05/s74CE4DA07068431A91D5750D2FDA8CE9.jpg/260X170,2020,洪湾河畔,香洲区洪河路688号,21000,恒隆物业,,0.0 元/平米*月,住宅,配建约7.8万㎡现代化湖景园林、约1000㎡音乐喷泉大湖，约3000㎡多功能健身乐园,规划2所12班幼儿园及1所36班小学，周边有广生小学、南屏中学等市级名校，理想文教居住区。规划约3000㎡社区体育公园，满足住户绿氧健康生活。,规划约2000㎡公交首末站，享受家门口的公共交通接送,规划约4.75万㎡全能商业中心，集休闲娱乐、购物饮食、酒店商旅等业态为一体,规划约2.6万㎡繁华邻里中心，满足吃喝玩乐等娱乐休闲生活所需，一站式生活服务
43464,9,/loupan/43464.html,https://img.0756fang.com/Upload/Dictionary/2022-09/s143676AF575540168E18EEAF4B6BD81D.png/260X170,2022,信悦湾大厦,香洲区南湾北路31号,21000,金地物业,珠海赛隆国际投资有限公司,4.9 元/平米*月,写字楼,项目临近前山滨河公园、竹仙公园等,8所小学（容闳团小学、雅景小学、甄贤学校、南桥小学、甄贤小学、南湾小学、弘华小学、杨匏安纪念学校、4所初中（曾正中学、容闳书院、珠海十三中、南屏中学规划中）、1所高中（德威国际高中）,位处珠海大道旁&amp;金琴快线落脚口，八桥三高两快一隧，多维交通网络，通达4大口岸，1小时接驳港澳国际生活圈。,南屏华发商都、V12创意园、BOX创意园、北山社区商业、规划壹城中心、海印又一城、在建来来时代广场、在建南湾假日广场,项目临近前山滨河公园、竹仙公园等
43309,9,/loupan/43309.html,https://img.0756fang.com/Upload/Dictionary/2021-09/210913154658770DC12BFE7B4DCDAAD0.jpg/260X170,2021,龙光玖榕湾,香洲区珠海大道100,27500,龙光物业,骏宸房地产,0.0 元/平米*月,住宅,紧邻珠海大道，地处珠海主城区，享受主城区成熟配套，交通便利。近华发商都，南屏海鲜街，华发新天地商圈。,4、教育配套本项目周边有三所幼儿园（宝艺幼儿园、容闳幼儿园、钰海国际幼儿园）小学有甄贤小学，市一级23班，距离项目500m的距离，甄贤小学是我国第一位留美博士、教育家、政治活动家容闳先生于1871年倡办的，这座学校校风良好，桃李满天下，走出了许多科学家、医学家、革命者。中国第一个世界冠军容国团也是甄贤学校的学生，因片区的升级改造和发展，现已在建设新的南屏小学；中学有南屏中学，市一级24班，距离项目,四条高速路网：从项目出发，5分钟进入高速路网(珠三角环线高速、江珠高速、广珠西线高速、西部沿海高速等)形成一小时粤港澳经济生活圈；两条轻轨：广珠城轨和珠机城轨；从项目出发可10分钟抵达城轨拱北站，往北直通广州换乘进入全国高铁网，往南经广珠城轨延长线到横琴站无缝换乘澳门（横琴站已通车，澳门站接驳口规划待建）途径长隆，终点到达珠海机场；五个口岸：从项目出发可5－10分钟车程到达拱北口岸、青茂口,体量最大最高端的南湾商圈就在项目对面，南湾商圈重点介绍一下华发商都:华发商都是集高端精品超市、3D巨幕影院、潮流数码、国际名品、时尚服饰、高端餐饮、酒窖酒庄等功能于一体，荟萃国际名品，铸珠海规模最大、业态最丰富、档次最高的大型购物中心。下楼步行10分钟即可达华发商都，带上您的爱人和孩子，逛街休闲娱乐看电影等都非常的方便。,4、休闲娱乐配套及自然资源  北山大院、北山社区公园、竹仙洞公园、竹仙洞高尔夫球场、8000㎡消防主题公园、黑白将军山就在项目旁边，您可以享受茶余饭后下楼就到公园休闲散步，周末约上朋友来一场高尔夫，清晨爬个将军山等 尊享成功人士的生活方式。
659,9,/loupan/659.html,https://img.0756fang.com/Upload/fyEstate/1405141153085883BF2D452C2C7F7C1B.jpg/260X170,1996,南泉路住宅,          ,16428,南屏中学,,0.6 元/平米*月,住宅,南屏水库 观音庙,南屏中学,601 602 603 609 605 201,鹏泰,南屏牌坊
1439,10,/loupan/1439.html,https://img.0756fang.com/Upload/Dictionary/2018-06/8633794b-ca85-47d1-a600-4bec5c1b8223.jpg/260X170,2013,水岸华都,南湾南路5001号 ,28000,佳兆业物业管理(深圳)有限公司珠海分公司,佳兆业,2.5 元/平米*月,住宅,湾仔医院、中国邮政、湾仔邮局,湾仔小学、湾仔中学、南湾幼儿园、典培幼儿园,乘坐5、14、60、61、62、K10路公交车分别在湾仔口岸、鸿景花园站下车均可到达项目,成德商行、湾仔市场、快乐万家百货,宽记、丰华渔港、百里鲜、海仪美食楼
1517,10,/loupan/1517.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s615327001F6E4EECA24D8118FA006AD0.jpg/260X170,2015,华发峰景湾,香洲区南湾南路299,37578,华发物业,华发股份,3.2 元/平米*月,住宅,湾仔旅游码头，湾仔海鲜市场，湾仔干货一条街,容闳国际教育体系 、湾仔中学 、湾仔小学 、中沙幼儿园 、德威国际高中 、南湾幼儿园 、典培幼儿园,5路，86路，14路，K10，K11   ：共11栋高层住宅1696套房源：3栋30层住宅，1栋31层住宅，2栋32层住宅，1栋38层住宅，3栋39层住宅，1栋45层超高层住宅,得一超市，华润万家,华发商都 、湾仔商业购物中心 、惠发百货 、十字门华发商都 、华发新天地 、十字门商业街
971,10,/loupan/971.html,https://img.0756fang.com/Upload/Dictionary/2020-12/sF36DDE6295D5466E9EA5A0FD773EE66F.jpg/260X170,1996,鸿景花园,香洲区南湾南路500,18365,华发,华发,1.5 元/平米*月,住宅,湾仔医院、中国邮政、湾仔邮局,湾仔小学、湾仔中学、南湾幼儿园、典培幼儿园,乘坐5、14、60、61、62、K10路公交车分别在湾仔口岸、鸿景花园站下车均可到达项目,得一超市,宽记、丰华渔港、百里鲜、海仪美食楼
1518,10,/loupan/1518.html,https://img.0756fang.com/Upload/Dictionary/2017-11/ec568df6-80d7-459c-ab64-c149625fe32e.jpg/260X170,2017,中邦浪琴湾,香洲区洪兴七路168,25831,华发物业,中邦投资开发（珠海）有限公司中邦投资开发（珠海）有,3.0 元/平米*月,住宅,所处珠海市主城区，交通便利；港珠澳大桥疏散通道距园区1公里；环澳门及横琴新城。区域工业基础良好，随十字门CBD及口岸服务区多个大型商业综合项目的崛起，配套完善，潜力巨大。,住宅便用年限2013-1-12至2083-1-12,社区免费楼巴：线路一：项目至横琴口岸线路二：项目至十字门、湾仔、华发商都 83路元盛电子站前行路口右转步行10分钟到 61路元盛电子站早晚高峰班（早07:30-07:55、08:15-08:41晚16:35-17:02、17:21-17:48） ,,小区内规划有生活配套区，包括会所、游泳池、高尔夫果岭、儿童活动区、老年人健身场地等；另外项目周边还有珠海最大的汽车电影院，洪湾娱乐广场也是您休闲的好去处，园区内就可满足商务到生活的要求，停车位：共1788个停车位
1516,10,/loupan/1516.html,https://img.0756fang.com/Upload/Dictionary/2019-12/50f0f4db-dc5d-4a6a-8158-6313ac851d9a.png/260X170,2017,天一居,香洲区湾仔南湾南路2,38793,戴德梁行物业管理,珠海熊谷房产发展有限公司,5.5 元/平米*月,住宅,项目用地周边有银辉花园住宅楼、银华商务酒店，项目西侧南侧华发项目用地，北侧湾仔城区改造项目名叫华发峰景湾，附近的城市功能比较完善。项目北面为昌盛桥及前山河道，可以独享河海汇集独特景观，南面是十字门国际会展中心、十字门中央商务区区域，从项目不仅可以看到十字门的完整夜景，同时沿南湾南路，即可享受十字门核心商业圈配套以及国际,南湾幼儿园、典培幼儿园、容宏学校、珠海容闳国际幼稚园、湾仔小学、湾仔中学、北大希望之星实验学校、澳门大学,湾仔口岸、湾仔码头、湾仔旅游码头、南湾南路上公交线路、在建中的港珠澳大桥延长线、在建中的情侣路延长线、在建中的广珠轻轨延长线等。拱北口岸、湾仔口岸和横琴口岸环伺周围，通关澳门方便快捷。,华发商都、十字门核心商业圈,凯旋门广场、在建中的海边情侣路延伸段、小区配有架空层休闲区、组团花园、特点园林水景、度假式园林游泳池（目前湾仔片区唯一带私家泳池的小区）。
6135,10,/loupan/6135.html,https://img.0756fang.com/Upload/Dictionary/2017-11/0229f8fd-ffbf-4848-8d5f-fff1f7414334.jpg/260X170,2017,时代保利中环广场,香洲区景秀四路499,36287,时代物业,珠海弘璟投资有限公司,3.0 元/平米*月,写字楼,本项目位于珠海市香洲区南屏镇规划中的十字门商务区湾仔片区，基地南接南湾大道，西侧紧邻通航一路，东侧为会展四路，北侧为景秀二路；该地块紧邻珠海保税区，位于保税区和十字门商务区的交汇处，是通过横琴大桥去往横琴自贸区的必经之地，，距澳门岛仅有一水之隔，交通便利；项目周边依次规划有：湾仔口岸、保税区、洪湾物流贸易区、横琴十字门中央商务区、港珠澳大桥延长线南湾出口、广珠城轨湾仔站（地下建,湾仔小学、湾仔中学、北大希望之星实验学校、澳门大学；,项目南临南湾大道、已开通的情侣路延长线和建设中的轻轨延长线；西连横琴大桥、接莲花大桥与路氹城相连；西连南琴路接广珠西线高速和珠海大道；北沿南湾大道连昌盛大桥接拱北黄金商圈、拱北口岸和广珠轻轨总站，或接珠海大道、珠海大桥往珠海西区、机场及江珠高速方向，还有在建的南湾立交和港珠澳大桥延长线。基地东侧及项目内市政道路已开工，挂牌文件公告将于2015年底陆续通车；南侧为南湾大道及轻轨站(在建)；西边为临时,十字门国际会展中心 商业：华发新天地商圈、华发商都；,十字门国际会展中心 商业：华发新天地商圈、华发商都）；
4884,10,/loupan/4884.html,https://img.0756fang.com/Upload/Dictionary/2019-05/12840e40-7545-4851-94f2-9124e5753103.jpg/260X170,2016,碧桂园濠月湾,香洲区沿海路98号 ,38168,广东碧桂园物业管理有限公司,珠海市碧桂园房地产开发有限公司,4.5 元/平米*月,住宅,前水背山，紧邻情侣路与前山河，远眺南海，夜晚还可以欣赏澳门夜景。背靠城市绿肺黑白面将军山森林公园，总面积24.75 平方公里，山上的银坑水库为专供澳门水源地,幼儿园：新源幼儿园，科教中心幼儿园，珠海容闳国际幼稚园；小学：湾仔小学、鸿景小学；容闳小学（华发新城内）；中学：湾仔中学、德威高中等；容闳书院（华发新城内）；, 5路（湾仔-凤凰北）;14路（长隆-凤凰北）;60路（湾仔-吉大总站）;61路（保税区-前山总站）;62路（圆明新园-横琴关口）;86路（南屏科技园-长隆）;k10路（吉大总站-长隆）;k11路（香洲汽车站-长隆）；,华发新天地，国际会展中心，华发中演大剧院，华发商都，华发新天地，华发中演大剧院、喜来登酒店、希尔顿酒店，铂尔曼酒店、湾仔海鲜街,长隆国际海洋王国，珠海横琴国际网球中心，竹仙洞公园，白面将军山，北山文化广场
1423,10,/loupan/1423.html,https://img.0756fang.com/Upload/Fang/2021-07/sA9D4E9ADE81C487D8582029C007736A4.jpg/260X170,2009,澳景湾,香洲区湾仔花地路8号,25000,高阪物业,珠海高阪化工有限公司,1.5 元/平米*月,住宅,澳景湾背靠半山，直面澳门美景，毗邻湾仔口岸、湾仔公交总站，十分钟范围内，学校、银行、邮局、市场、医院等一应俱全。该项目周边更有竹仙洞等大型公园。,中小学：珠海市香洲区湾仔小学、珠海市湾仔中学,14路、60路、62路公交车湾仔巴士站下车，新海鲜街后侧,商业街、,湾仔海鲜中心、儿童游乐场、中心广场
1625,10,/loupan/1625.html,https://img.0756fang.com/Upload/Dictionary/2018-06/b6ed0865-2f94-429d-9710-28fd449ead4c.jpg/260X170,2011,华发峰景名苑,香洲区南湾南路298,31461,华发物业管理有限公司,,2.8 元/平米*月,住宅,华发峰景坐落于南湾大道西侧，风波山东侧，湾仔口岸近在咫尺，距离拱北海关及横琴关口仅10分钟车程，以绝对地理优势占据15分钟港珠澳生活圈核心。,容闳国际幼稚园、容闳书院、容闳学校、湾仔中学、横琴澳门大学,5路14路60路61路62路、K10路K11路86路香洲横琴公交车、湾仔通勤车等在湾仔旅游码头,惠发百货、湾仔海鲜街、樱亿百货、茂昌商行、裕兴百货、源兴旺商行,永新酒家、竹仙洞公园
5954,10,/loupan/5954.html,https://img.0756fang.com/Upload/Fang/2021-11/2111061143334804D4A940014770A513.jpg/260X170,2017,华发国际海岸,香洲区湾仔景秀二路3,41033,华发物业,华发集团,4.0 元/平米*月,住宅,占地面积：69000平方米建筑面积：207000平方米容积率：3.00  绿化率：35%停车位：共2066个停车位楼栋总数：14栋总户数：2176户,湾仔中学，湾仔小学，北大希望之星小学，典培幼儿园，华生幼儿园,"北山,南泉路口(香洲第二医院),南屏,南屏大桥西,华发新城,南屏街口,北山(华发商都),奥特美会所,南屏大桥,公交柏宁机动车驾驶员培训公交线路：601路,k7路,k9路,201路,k5路,609路,15路,城轨接驳专线,25路,605路,207路,45路,603路,601b路,61路,83路,81路,南屏坪岚路65号Ａ2区域一楼6号商铺,5路,601路夜间专线,b2路,k8路,204路,2",湾仔华发商都，湾仔华发新天地，中富商业，保利时代商业,喜来登酒店，瑞吉酒店，希尔顿酒店
